Year,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2013,S08000026,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,88.07907
2013,S08000026,,65-74 years,,All,d,Stroke,0,,0,,0
2013,S08000026,,65-74 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2013,S08000026,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,91.39932
2013,S08000026,,65-74 years,,Male,,Stroke,0,,0,,0
2013,S08000026,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S08000026,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,84.75882
2013,S08000026,,65-74 years,,Female,,Stroke,0,,0,,0
2013,S08000026,,65-74 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013,S08000026,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,19.65808
2013,S08000026,,under75 years,d,All,d,Stroke,,c,,c,5.06406
2013,S08000026,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,4.431053
2013,S08000026,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,10.54608
2013,S08000026,,under75 years,d,Male,,Stroke,0,,0,,0
2013,S08000026,,under75 years,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S08000026,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,28.77009
2013,S08000026,,under75 years,d,Female,,Stroke,,c,,c,10.12812
2013,S08000026,,under75 years,d,Female,,Subarachnoid Haemorrhage,,c,,c,8.862106
2013,S08000026,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,1109.92
2013,S08000026,,75plus years,,All,d,Stroke,,c,,c,914.7489
2013,S08000026,,75plus years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2013,S08000026,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,1595.067
2013,S08000026,,75plus years,,Male,,Stroke,,c,,c,1286.425
2013,S08000026,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S08000026,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,624.772
2013,S08000026,,75plus years,,Female,,Stroke,,c,,c,543.0727
2013,S08000026,,75plus years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013,S08000028,,All,d,All,d,Cerebrovascular Disease,21,,76.64234,,71.00043
2013,S08000028,,All,d,All,d,Stroke,11,,40.14599,,35.30391
2013,S08000028,,All,d,All,d,Subarachnoid Haemorrhage,2,,7.29927,,6.608827
2013,S08000028,,All,d,Male,,Cerebrovascular Disease,10,,73.96997,,85.23978
2013,S08000028,,All,d,Male,,Stroke,6,,44.38198,,46.07917
2013,S08000028,,All,d,Male,,Subarachnoid Haemorrhage,1,,7.396997,,6.98324
2013,S08000028,,All,d,Female,,Cerebrovascular Disease,11,,79.24501,,56.76109
2013,S08000028,,All,d,Female,,Stroke,5,,36.02046,,24.52865
2013,S08000028,,All,d,Female,,Subarachnoid Haemorrhage,1,,7.204092,,6.234414
2013,S08000028,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2013,S08000028,,0-44 years,,All,d,Stroke,0,,0,,0
2013,S08000028,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2013,S08000028,,0-44 years,,Male,,Cerebrovascular Disease,0,,0,,0
2013,S08000028,,0-44 years,,Male,,Stroke,0,,0,,0
2013,S08000028,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S08000028,,0-44 years,,Female,,Cerebrovascular Disease,0,,0,,0
2013,S08000028,,0-44 years,,Female,,Stroke,0,,0,,0
2013,S08000028,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013,S08000028,,45-64 years,,All,d,Cerebrovascular Disease,0,,0,,0
2013,S08000028,,45-64 years,,All,d,Stroke,0,,0,,0
2013,S08000028,,45-64 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2013,S08000028,,45-64 years,,Male,,Cerebrovascular Disease,0,,0,,0
2013,S08000028,,45-64 years,,Male,,Stroke,0,,0,,0
2013,S08000028,,45-64 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S08000028,,45-64 years,,Female,,Cerebrovascular Disease,0,,0,,0
2013,S08000028,,45-64 years,,Female,,Stroke,0,,0,,0
2013,S08000028,,45-64 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013,S08000028,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,125.8824
2013,S08000028,,65-74 years,,All,d,Stroke,,c,,c,33.25352
2013,S08000028,,65-74 years,,All,d,Subarachnoid Haemorrhage,,c,,c,62.94121
2013,S08000028,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,133.0141
2013,S08000028,,65-74 years,,Male,,Stroke,,c,,c,66.50705
2013,S08000028,,65-74 years,,Male,,Subarachnoid Haemorrhage,,c,,c,66.50705
2013,S08000028,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,118.7507
2013,S08000028,,65-74 years,,Female,,Stroke,0,,0,,0
2013,S08000028,,65-74 years,,Female,,Subarachnoid Haemorrhage,,c,,c,59.37537
2013,S08000028,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,14.52489
2013,S08000028,,under75 years,d,All,d,Stroke,,c,,c,3.836945
2013,S08000028,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,7.262447
2013,S08000028,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,15.34778
2013,S08000028,,under75 years,d,Male,,Stroke,,c,,c,7.67389
2013,S08000028,,under75 years,d,Male,,Subarachnoid Haemorrhage,,c,,c,7.67389
2013,S08000028,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,13.70201
2013,S08000028,,under75 years,d,Female,,Stroke,0,,0,,0
2013,S08000028,,under75 years,d,Female,,Subarachnoid Haemorrhage,,c,,c,6.851004
2013,S08000028,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,642.0309
2013,S08000028,,75plus years,,All,d,Stroke,,c,,c,353.4699
2013,S08000028,,75plus years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2013,S08000028,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,791.9255
2013,S08000028,,75plus years,,Male,,Stroke,,c,,c,434.3993
2013,S08000028,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S08000028,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,492.1362
2013,S08000028,,75plus years,,Female,,Stroke,,c,,c,272.5405
2013,S08000028,,75plus years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013,S08000030,,All,d,All,d,Cerebrovascular Disease,371,,90.01359,,89.61656
2013,S08000030,,All,d,All,d,Stroke,202,,49.01009,,49.37032
2013,S08000030,,All,d,All,d,Subarachnoid Haemorrhage,9,,2.183618,,1.86935
2013,S08000030,,All,d,Male,,Cerebrovascular Disease,140,,70.0007,,90.04694
2013,S08000030,,All,d,Male,,Stroke,79,,39.5004,,51.44883
2013,S08000030,,All,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S08000030,,All,d,Female,,Cerebrovascular Disease,231,,108.8791,,89.18619
2013,S08000030,,All,d,Female,,Stroke,123,,57.97457,,47.29181
2013,S08000030,,All,d,Female,,Subarachnoid Haemorrhage,9,,4.242041,,3.738699
2013,S08000030,,0-44 years,,All,d,Cerebrovascular Disease,1,,0.459891,,0.621129
2013,S08000030,,0-44 years,,All,d,Stroke,1,,0.459891,,0.621129
2013,S08000030,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2013,S08000030,,0-44 years,,Male,,Cerebrovascular Disease,1,,0.91856,,1.242258
2013,S08000030,,0-44 years,,Male,,Stroke,1,,0.91856,,1.242258
2013,S08000030,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S08000030,,0-44 years,,Female,,Cerebrovascular Disease,0,,0,,0
2013,S08000030,,0-44 years,,Female,,Stroke,0,,0,,0
2013,S08000030,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013,S08000030,,45-64 years,,All,d,Cerebrovascular Disease,14,,12.43726,,12.46169
2013,S08000030,,45-64 years,,All,d,Stroke,8,,7.107005,,7.144248
2013,S08000030,,45-64 years,,All,d,Subarachnoid Haemorrhage,3,,2.665127,,2.573047
2013,S08000030,,45-64 years,,Male,,Cerebrovascular Disease,8,,14.55472,,14.63037
2013,S08000030,,45-64 years,,Male,,Stroke,5,,9.096698,,9.141583
2013,S08000030,,45-64 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S08000030,,45-64 years,,Female,,Cerebrovascular Disease,6,,10.41667,,10.29301
2013,S08000030,,45-64 years,,Female,,Stroke,3,,5.208333,,5.146912
2013,S08000030,,45-64 years,,Female,,Subarachnoid Haemorrhage,3,,5.208333,,5.146095
2013,S08000030,,65-74 years,,All,d,Cerebrovascular Disease,43,,97.90528,,101.5019
2013,S08000030,,65-74 years,,All,d,Stroke,21,,47.81421,,50.05529
2013,S08000030,,65-74 years,,All,d,Subarachnoid Haemorrhage,2,,4.553734,,4.676328
2013,S08000030,,65-74 years,,Male,,Cerebrovascular Disease,20,,96.05225,,101.0328
2013,S08000030,,65-74 years,,Male,,Stroke,13,,62.43396,,65.18197
2013,S08000030,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S08000030,,65-74 years,,Female,,Cerebrovascular Disease,23,,99.57572,,101.971
2013,S08000030,,65-74 years,,Female,,Stroke,8,,34.63503,,34.9286
2013,S08000030,,65-74 years,,Female,,Subarachnoid Haemorrhage,2,,8.658758,,9.352656
2013,S08000030,,under75 years,d,All,d,Cerebrovascular Disease,58,,15.51101,,15.70929
2013,S08000030,,under75 years,d,All,d,Stroke,30,,8.022935,,8.22466
2013,S08000030,,under75 years,d,All,d,Subarachnoid Haemorrhage,5,,1.337156,,1.28887
2013,S08000030,,under75 years,d,Male,,Cerebrovascular Disease,29,,15.70513,,16.65529
2013,S08000030,,under75 years,d,Male,,Stroke,19,,10.28957,,10.92027
2013,S08000030,,under75 years,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S08000030,,under75 years,d,Female,,Cerebrovascular Disease,29,,15.32162,,14.7633
2013,S08000030,,under75 years,d,Female,,Stroke,11,,5.81165,,5.52905
2013,S08000030,,under75 years,d,Female,,Subarachnoid Haemorrhage,5,,2.641659,,2.577741
2013,S08000030,,75plus years,,All,d,Cerebrovascular Disease,313,,818.6859,,836.9012
2013,S08000030,,75plus years,,All,d,Stroke,172,,449.8849,,465.3987
2013,S08000030,,75plus years,,All,d,Subarachnoid Haemorrhage,4,,10.46244,,7.73864
2013,S08000030,,75plus years,,Male,,Cerebrovascular Disease,111,,723.3627,,832.1181
2013,S08000030,,75plus years,,Male,,Stroke,60,,391.0068,,461.2376
2013,S08000030,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S08000030,,75plus years,,Female,,Cerebrovascular Disease,202,,882.5971,,841.6843
2013,S08000030,,75plus years,,Female,,Stroke,112,,489.3608,,469.5597
2013,S08000030,,75plus years,,Female,,Subarachnoid Haemorrhage,4,,17.47717,,15.47728
2013,S08000021,,All,d,All,d,Cerebrovascular Disease,987,,86.7372,,105.295
2013,S08000021,,All,d,All,d,Stroke,538,,47.27925,,56.02843
2013,S08000021,,All,d,All,d,Subarachnoid Haemorrhage,42,,3.690945,,3.946726
2013,S08000021,,All,d,Male,,Cerebrovascular Disease,373,,68.08508,,106.1941
2013,S08000021,,All,d,Male,,Stroke,191,,34.86394,,52.7852
2013,S08000021,,All,d,Male,,Subarachnoid Haemorrhage,16,,2.920539,,3.242646
2013,S08000021,,All,d,Female,,Cerebrovascular Disease,614,,104.0544,,104.3959
2013,S08000021,,All,d,Female,,Stroke,347,,58.80598,,59.27166
2013,S08000021,,All,d,Female,,Subarachnoid Haemorrhage,26,,4.406212,,4.650806
2013,S08000021,,0-44 years,,All,d,Cerebrovascular Disease,9,,1.384015,,1.352563
2013,S08000021,,0-44 years,,All,d,Stroke,3,,0.461338,,0.46853
2013,S08000021,,0-44 years,,All,d,Subarachnoid Haemorrhage,5,,0.768897,,0.735457
2013,S08000021,,0-44 years,,Male,,Cerebrovascular Disease,3,,0.925455,,0.90676
2013,S08000021,,0-44 years,,Male,,Stroke,1,,0.308485,,0.304751
2013,S08000021,,0-44 years,,Male,,Subarachnoid Haemorrhage,2,,0.61697,,0.602009
2013,S08000021,,0-44 years,,Female,,Cerebrovascular Disease,6,,1.83983,,1.798366
2013,S08000021,,0-44 years,,Female,,Stroke,2,,0.613277,,0.632309
2013,S08000021,,0-44 years,,Female,,Subarachnoid Haemorrhage,3,,0.919915,,0.868905
2013,S08000021,,45-64 years,,All,d,Cerebrovascular Disease,84,,27.70659,,29.14834
2013,S08000021,,45-64 years,,All,d,Stroke,47,,15.5025,,16.44371
2013,S08000021,,45-64 years,,All,d,Subarachnoid Haemorrhage,19,,6.266966,,6.351183
2013,S08000021,,45-64 years,,Male,,Cerebrovascular Disease,43,,29.46174,,30.87692
2013,S08000021,,45-64 years,,Male,,Stroke,24,,16.44376,,17.39419
2013,S08000021,,45-64 years,,Male,,Subarachnoid Haemorrhage,10,,6.851568,,6.880491
2013,S08000021,,45-64 years,,Female,,Cerebrovascular Disease,41,,26.07728,,27.41976
2013,S08000021,,45-64 years,,Female,,Stroke,23,,14.62872,,15.49323
2013,S08000021,,45-64 years,,Female,,Subarachnoid Haemorrhage,9,,5.72428,,5.821874
2013,S08000021,,65-74 years,,All,d,Cerebrovascular Disease,145,,147.4566,,156.7417
2013,S08000021,,65-74 years,,All,d,Stroke,93,,94.57563,,100.1145
2013,S08000021,,65-74 years,,All,d,Subarachnoid Haemorrhage,7,,7.118596,,7.372954
2013,S08000021,,65-74 years,,Male,,Cerebrovascular Disease,84,,184.4168,,194.6649
2013,S08000021,,65-74 years,,Male,,Stroke,52,,114.1628,,120.1757
2013,S08000021,,65-74 years,,Male,,Subarachnoid Haemorrhage,2,,4.390876,,4.966008
2013,S08000021,,65-74 years,,Female,,Cerebrovascular Disease,61,,115.5631,,118.8185
2013,S08000021,,65-74 years,,Female,,Stroke,41,,77.67358,,80.05339
2013,S08000021,,65-74 years,,Female,,Subarachnoid Haemorrhage,5,,9.472388,,9.7799
2013,S08000021,,under75 years,d,All,d,Cerebrovascular Disease,238,,22.62803,,27.37645
2013,S08000021,,under75 years,d,All,d,Stroke,143,,13.59583,,16.61826
2013,S08000021,,under75 years,d,All,d,Subarachnoid Haemorrhage,31,,2.947348,,3.136671
2013,S08000021,,under75 years,d,Male,,Cerebrovascular Disease,130,,25.21012,,31.99104
2013,S08000021,,under75 years,d,Male,,Stroke,77,,14.93215,,19.11261
2013,S08000021,,under75 years,d,Male,,Subarachnoid Haemorrhage,14,,2.714936,,2.933897
2013,S08000021,,under75 years,d,Female,,Cerebrovascular Disease,108,,20.14448,,22.76187
2013,S08000021,,under75 years,d,Female,,Stroke,66,,12.31052,,14.12391
2013,S08000021,,under75 years,d,Female,,Subarachnoid Haemorrhage,17,,3.17089,,3.339445
2013,S08000021,,75plus years,,All,d,Cerebrovascular Disease,749,,869.646,,893.1379
2013,S08000021,,75plus years,,All,d,Stroke,395,,458.6251,,454.509
2013,S08000021,,75plus years,,All,d,Subarachnoid Haemorrhage,11,,12.77184,,12.13728
2013,S08000021,,75plus years,,Male,,Cerebrovascular Disease,243,,755.1743,,856.4695
2013,S08000021,,75plus years,,Male,,Stroke,114,,354.2793,,393.2525
2013,S08000021,,75plus years,,Male,,Subarachnoid Haemorrhage,2,,6.215427,,6.364446
2013,S08000021,,75plus years,,Female,,Cerebrovascular Disease,506,,937.9229,,929.8064
2013,S08000021,,75plus years,,Female,,Stroke,281,,520.8623,,515.7655
2013,S08000021,,75plus years,,Female,,Subarachnoid Haemorrhage,9,,16.68242,,17.91012
2013,S08000023,,All,d,All,d,Cerebrovascular Disease,495,,75.85161,,96.15122
2013,S08000023,,All,d,All,d,Stroke,303,,46.43038,,57.83289
2013,S08000023,,All,d,All,d,Subarachnoid Haemorrhage,22,,3.371183,,3.432704
2013,S08000023,,All,d,Male,,Cerebrovascular Disease,204,,64.77938,,100.3451
2013,S08000023,,All,d,Male,,Stroke,122,,38.74061,,58.31768
2013,S08000023,,All,d,Male,,Subarachnoid Haemorrhage,8,,2.540368,,2.585813
2013,S08000023,,All,d,Female,,Cerebrovascular Disease,291,,86.17754,,91.95735
2013,S08000023,,All,d,Female,,Stroke,181,,53.60184,,57.3481
2013,S08000023,,All,d,Female,,Subarachnoid Haemorrhage,14,,4.145998,,4.279596
2013,S08000023,,0-44 years,,All,d,Cerebrovascular Disease,8,,2.230736,,2.322252
2013,S08000023,,0-44 years,,All,d,Stroke,2,,0.557684,,0.593077
2013,S08000023,,0-44 years,,All,d,Subarachnoid Haemorrhage,4,,1.115368,,1.136099
2013,S08000023,,0-44 years,,Male,,Cerebrovascular Disease,3,,1.679835,,1.940571
2013,S08000023,,0-44 years,,Male,,Stroke,1,,0.559945,,0.668711
2013,S08000023,,0-44 years,,Male,,Subarachnoid Haemorrhage,1,,0.559945,,0.603149
2013,S08000023,,0-44 years,,Female,,Cerebrovascular Disease,5,,2.777207,,2.703934
2013,S08000023,,0-44 years,,Female,,Stroke,1,,0.555441,,0.517442
2013,S08000023,,0-44 years,,Female,,Subarachnoid Haemorrhage,3,,1.666324,,1.669049
2013,S08000023,,45-64 years,,All,d,Cerebrovascular Disease,42,,22.81555,,23.5178
2013,S08000023,,45-64 years,,All,d,Stroke,24,,13.03746,,13.47195
2013,S08000023,,45-64 years,,All,d,Subarachnoid Haemorrhage,8,,4.345819,,4.418366
2013,S08000023,,45-64 years,,Male,,Cerebrovascular Disease,27,,30.34901,,30.53888
2013,S08000023,,45-64 years,,Male,,Stroke,15,,16.86056,,16.95852
2013,S08000023,,45-64 years,,Male,,Subarachnoid Haemorrhage,5,,5.620188,,5.742633
2013,S08000023,,45-64 years,,Female,,Cerebrovascular Disease,15,,15.76955,,16.49673
2013,S08000023,,45-64 years,,Female,,Stroke,9,,9.461733,,9.985386
2013,S08000023,,45-64 years,,Female,,Subarachnoid Haemorrhage,3,,3.153911,,3.094099
2013,S08000023,,65-74 years,,All,d,Cerebrovascular Disease,74,,118.8774,,124.835
2013,S08000023,,65-74 years,,All,d,Stroke,50,,80.32258,,84.47976
2013,S08000023,,65-74 years,,All,d,Subarachnoid Haemorrhage,9,,14.45806,,14.17006
2013,S08000023,,65-74 years,,Male,,Cerebrovascular Disease,41,,141.6675,,149.167
2013,S08000023,,65-74 years,,Male,,Stroke,30,,103.6592,,108.5627
2013,S08000023,,65-74 years,,Male,,Subarachnoid Haemorrhage,2,,6.910611,,7.031571
2013,S08000023,,65-74 years,,Female,,Cerebrovascular Disease,33,,99.0753,,100.503
2013,S08000023,,65-74 years,,Female,,Stroke,20,,60.04563,,60.39686
2013,S08000023,,65-74 years,,Female,,Subarachnoid Haemorrhage,7,,21.01597,,21.30855
2013,S08000023,,under75 years,d,All,d,Cerebrovascular Disease,124,,20.49722,,22.63067
2013,S08000023,,under75 years,d,All,d,Stroke,76,,12.56281,,14.02275
2013,S08000023,,under75 years,d,All,d,Subarachnoid Haemorrhage,21,,3.471304,,3.595842
2013,S08000023,,under75 years,d,Male,,Cerebrovascular Disease,71,,23.94644,,27.25631
2013,S08000023,,under75 years,d,Male,,Stroke,46,,15.5146,,17.86175
2013,S08000023,,under75 years,d,Male,,Subarachnoid Haemorrhage,8,,2.698191,,2.841553
2013,S08000023,,under75 years,d,Female,,Cerebrovascular Disease,53,,17.18185,,18.00503
2013,S08000023,,under75 years,d,Female,,Stroke,30,,9.725577,,10.18375
2013,S08000023,,under75 years,d,Female,,Subarachnoid Haemorrhage,13,,4.214417,,4.350132
2013,S08000023,,75plus years,,All,d,Cerebrovascular Disease,371,,778.9208,,839.5257
2013,S08000023,,75plus years,,All,d,Stroke,227,,476.5904,,500.8021
2013,S08000023,,75plus years,,All,d,Subarachnoid Haemorrhage,1,,2.099517,,1.783199
2013,S08000023,,75plus years,,Male,,Cerebrovascular Disease,133,,722.0413,,839.3538
2013,S08000023,,75plus years,,Male,,Stroke,76,,412.595,,467.3721
2013,S08000023,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S08000023,,75plus years,,Female,,Cerebrovascular Disease,238,,814.7895,,839.6975
2013,S08000023,,75plus years,,Female,,Stroke,151,,516.9463,,534.2321
2013,S08000023,,75plus years,,Female,,Subarachnoid Haemorrhage,1,,3.423485,,3.566397
2014,S92000003,d,All,d,All,d,Cerebrovascular Disease,4124,,77.11871,,86.97141
2014,S92000003,d,All,d,All,d,Stroke,2318,,43.34655,,48.33643
2014,S92000003,d,All,d,All,d,Subarachnoid Haemorrhage,187,,3.496896,,3.479216
2014,S92000003,d,All,d,Male,,Cerebrovascular Disease,1605,,61.81327,,87.98533
2014,S92000003,d,All,d,Male,,Stroke,863,,33.23667,,47.06336
2014,S92000003,d,All,d,Male,,Subarachnoid Haemorrhage,50,,1.925647,,2.093713
2014,S92000003,d,All,d,Female,,Cerebrovascular Disease,2519,,91.56437,,85.95748
2014,S92000003,d,All,d,Female,,Stroke,1455,,52.88851,,49.6095
2014,S92000003,d,All,d,Female,,Subarachnoid Haemorrhage,137,,4.979881,,4.86472
2014,S92000003,d,0-44 years,,All,d,Cerebrovascular Disease,33,,1.135435,,1.22106
2014,S92000003,d,0-44 years,,All,d,Stroke,16,,0.550514,,0.596074
2014,S92000003,d,0-44 years,,All,d,Subarachnoid Haemorrhage,13,,0.447293,,0.485352
2014,S92000003,d,0-44 years,,Male,,Cerebrovascular Disease,17,,1.170702,,1.302644
2014,S92000003,d,0-44 years,,Male,,Stroke,9,,0.619783,,0.694999
2014,S92000003,d,0-44 years,,Male,,Subarachnoid Haemorrhage,6,,0.413189,,0.459734
2014,S92000003,d,0-44 years,,Female,,Cerebrovascular Disease,16,,1.10022,,1.139475
2014,S92000003,d,0-44 years,,Female,,Stroke,7,,0.481346,,0.497149
2014,S92000003,d,0-44 years,,Female,,Subarachnoid Haemorrhage,7,,0.481346,,0.51097
2014,S92000003,d,45-64 years,,All,d,Cerebrovascular Disease,276,,18.74012,,19.12981
2014,S92000003,d,45-64 years,,All,d,Stroke,138,,9.37006,,9.649392
2014,S92000003,d,45-64 years,,All,d,Subarachnoid Haemorrhage,75,,5.092424,,5.082047
2014,S92000003,d,45-64 years,,Male,,Cerebrovascular Disease,145,,20.21089,,20.64339
2014,S92000003,d,45-64 years,,Male,,Stroke,83,,11.56899,,11.85438
2014,S92000003,d,45-64 years,,Male,,Subarachnoid Haemorrhage,25,,3.484636,,3.505285
2014,S92000003,d,45-64 years,,Female,,Cerebrovascular Disease,131,,17.34316,,17.61622
2014,S92000003,d,45-64 years,,Female,,Stroke,55,,7.281479,,7.444399
2014,S92000003,d,45-64 years,,Female,,Subarachnoid Haemorrhage,50,,6.619527,,6.658809
2014,S92000003,d,65-74 years,,All,d,Cerebrovascular Disease,498,,93.04724,,96.97086
2014,S92000003,d,65-74 years,,All,d,Stroke,298,,55.67887,,57.79745
2014,S92000003,d,65-74 years,,All,d,Subarachnoid Haemorrhage,49,,9.155251,,8.927822
2014,S92000003,d,65-74 years,,Male,,Cerebrovascular Disease,265,,104.4026,,109.4728
2014,S92000003,d,65-74 years,,Male,,Stroke,161,,63.42953,,65.83134
2014,S92000003,d,65-74 years,,Male,,Subarachnoid Haemorrhage,10,,3.939722,,4.109844
2014,S92000003,d,65-74 years,,Female,,Cerebrovascular Disease,233,,82.80411,,84.46896
2014,S92000003,d,65-74 years,,Female,,Stroke,137,,48.68739,,49.76356
2014,S92000003,d,65-74 years,,Female,,Subarachnoid Haemorrhage,39,,13.85992,,13.7458
2014,S92000003,d,under75 years,d,All,d,Cerebrovascular Disease,807,,16.42126,,17.4843
2014,S92000003,d,under75 years,d,All,d,Stroke,452,,9.197532,,9.832638
2014,S92000003,d,under75 years,d,All,d,Subarachnoid Haemorrhage,137,,2.787747,,2.798081
2014,S92000003,d,under75 years,d,Male,,Cerebrovascular Disease,427,,17.62002,,19.41601
2014,S92000003,d,under75 years,d,Male,,Stroke,253,,10.43996,,11.46044
2014,S92000003,d,under75 years,d,Male,,Subarachnoid Haemorrhage,41,,1.691852,,1.767792
2014,S92000003,d,under75 years,d,Female,,Cerebrovascular Disease,380,,15.25503,,15.55259
2014,S92000003,d,under75 years,d,Female,,Stroke,199,,7.988817,,8.204836
2014,S92000003,d,under75 years,d,Female,,Subarachnoid Haemorrhage,96,,3.853902,,3.82837
2014,S92000003,d,75plus years,,All,d,Cerebrovascular Disease,3317,,765.63,,789.5633
2014,S92000003,d,75plus years,,All,d,Stroke,1866,,430.7101,,437.6525
2014,S92000003,d,75plus years,,All,d,Subarachnoid Haemorrhage,50,,11.541,,10.36625
2014,S92000003,d,75plus years,,Male,,Cerebrovascular Disease,1178,,680.335,,781.2973
2014,S92000003,d,75plus years,,Male,,Stroke,610,,352.2957,,407.0484
2014,S92000003,d,75plus years,,Male,,Subarachnoid Haemorrhage,9,,5.197805,,5.389139
2014,S92000003,d,75plus years,,Female,,Cerebrovascular Disease,2139,,822.414,,797.8292
2014,S92000003,d,75plus years,,Female,,Stroke,1256,,482.9135,,468.2567
2014,S92000003,d,75plus years,,Female,,Subarachnoid Haemorrhage,41,,15.7639,,15.34336
2014,S08000015,,All,d,All,d,Cerebrovascular Disease,333,,89.72355,,89.95109
2014,S08000015,,All,d,All,d,Stroke,179,,48.22978,,48.61429
2014,S08000015,,All,d,All,d,Subarachnoid Haemorrhage,10,,2.694401,,2.405187
2014,S08000015,,All,d,Male,,Cerebrovascular Disease,130,,73.14178,,90.29073
2014,S08000015,,All,d,Male,,Stroke,66,,37.13352,,47.03674
2014,S08000015,,All,d,Male,,Subarachnoid Haemorrhage,4,,2.250516,,2.038127
2014,S08000015,,All,d,Female,,Cerebrovascular Disease,203,,104.9622,,89.61144
2014,S08000015,,All,d,Female,,Stroke,113,,58.42722,,50.19184
2014,S08000015,,All,d,Female,,Subarachnoid Haemorrhage,6,,3.10233,,2.772247
2014,S08000015,,0-44 years,,All,d,Cerebrovascular Disease,3,,1.621946,,1.768002
2014,S08000015,,0-44 years,,All,d,Stroke,1,,0.540649,,0.71809
2014,S08000015,,0-44 years,,All,d,Subarachnoid Haemorrhage,1,,0.540649,,0.517566
2014,S08000015,,0-44 years,,Male,,Cerebrovascular Disease,2,,2.190676,,2.471313
2014,S08000015,,0-44 years,,Male,,Stroke,1,,1.095338,,1.43618
2014,S08000015,,0-44 years,,Male,,Subarachnoid Haemorrhage,1,,1.095338,,1.035132
2014,S08000015,,0-44 years,,Female,,Cerebrovascular Disease,1,,1.067612,,1.064691
2014,S08000015,,0-44 years,,Female,,Stroke,0,,0,,0
2014,S08000015,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2014,S08000015,,45-64 years,,All,d,Cerebrovascular Disease,20,,18.50224,,18.42424
2014,S08000015,,45-64 years,,All,d,Stroke,12,,11.10135,,11.04086
2014,S08000015,,45-64 years,,All,d,Subarachnoid Haemorrhage,3,,2.775337,,2.792867
2014,S08000015,,45-64 years,,Male,,Cerebrovascular Disease,9,,17.39736,,17.29776
2014,S08000015,,45-64 years,,Male,,Stroke,5,,9.665198,,9.608349
2014,S08000015,,45-64 years,,Male,,Subarachnoid Haemorrhage,2,,3.866079,,3.838357
2014,S08000015,,45-64 years,,Female,,Cerebrovascular Disease,11,,19.51635,,19.55072
2014,S08000015,,45-64 years,,Female,,Stroke,7,,12.4195,,12.47336
2014,S08000015,,45-64 years,,Female,,Subarachnoid Haemorrhage,1,,1.774214,,1.747377
