Year,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2013,S12000011,,65-74 years,,Male,,Stroke,,c,,c,77.27
2013,S12000011,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000011,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,164.69
2013,S12000011,,65-74 years,,Female,,Stroke,,c,,c,104.4
2013,S12000011,,65-74 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000011,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,28.27
2013,S12000011,,under75 years,d,All,d,Stroke,,c,,c,17.29
2013,S12000011,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,4.3
2013,S12000011,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,26.7
2013,S12000011,,under75 years,d,Male,,Stroke,,c,,c,15.89
2013,S12000011,,under75 years,d,Male,,Subarachnoid Haemorrhage,,c,,c,4.41
2013,S12000011,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,29.84
2013,S12000011,,under75 years,d,Female,,Stroke,,c,,c,18.69
2013,S12000011,,under75 years,d,Female,,Subarachnoid Haemorrhage,,c,,c,4.19
2013,S12000011,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,752.36
2013,S12000011,,75plus years,,All,d,Stroke,,c,,c,405.29
2013,S12000011,,75plus years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000011,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,714.67
2013,S12000011,,75plus years,,Male,,Stroke,,c,,c,383.95
2013,S12000011,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000011,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,790.05
2013,S12000011,,75plus years,,Female,,Stroke,,c,,c,426.62
2013,S12000011,,75plus years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000013,,All,d,All,d,Cerebrovascular Disease,21,,76.64,,71
2013,S12000013,,All,d,All,d,Stroke,11,,40.15,,35.3
2013,S12000013,,All,d,All,d,Subarachnoid Haemorrhage,2,,7.3,,6.61
2013,S12000013,,All,d,Male,,Cerebrovascular Disease,10,,73.97,,85.24
2013,S12000013,,All,d,Male,,Stroke,6,,44.38,,46.08
2013,S12000013,,All,d,Male,,Subarachnoid Haemorrhage,1,,7.4,,6.98
2013,S12000013,,All,d,Female,,Cerebrovascular Disease,11,,79.25,,56.76
2013,S12000013,,All,d,Female,,Stroke,5,,36.02,,24.53
2013,S12000013,,All,d,Female,,Subarachnoid Haemorrhage,1,,7.2,,6.23
2013,S12000013,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2013,S12000013,,0-44 years,,All,d,Stroke,0,,0,,0
2013,S12000013,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000013,,0-44 years,,Male,,Cerebrovascular Disease,0,,0,,0
2013,S12000013,,0-44 years,,Male,,Stroke,0,,0,,0
2013,S12000013,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000013,,0-44 years,,Female,,Cerebrovascular Disease,0,,0,,0
2013,S12000013,,0-44 years,,Female,,Stroke,0,,0,,0
2013,S12000013,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000013,,45-64 years,,All,d,Cerebrovascular Disease,0,,0,,0
2013,S12000013,,45-64 years,,All,d,Stroke,0,,0,,0
2013,S12000013,,45-64 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000013,,45-64 years,,Male,,Cerebrovascular Disease,0,,0,,0
2013,S12000013,,45-64 years,,Male,,Stroke,0,,0,,0
2013,S12000013,,45-64 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000013,,45-64 years,,Female,,Cerebrovascular Disease,0,,0,,0
2013,S12000013,,45-64 years,,Female,,Stroke,0,,0,,0
2013,S12000013,,45-64 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000013,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,125.88
2013,S12000013,,65-74 years,,All,d,Stroke,,c,,c,33.25
2013,S12000013,,65-74 years,,All,d,Subarachnoid Haemorrhage,,c,,c,62.94
2013,S12000013,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,133.01
2013,S12000013,,65-74 years,,Male,,Stroke,,c,,c,66.51
2013,S12000013,,65-74 years,,Male,,Subarachnoid Haemorrhage,,c,,c,66.51
2013,S12000013,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,118.75
2013,S12000013,,65-74 years,,Female,,Stroke,0,,0,,0
2013,S12000013,,65-74 years,,Female,,Subarachnoid Haemorrhage,,c,,c,59.38
2013,S12000013,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,14.52
2013,S12000013,,under75 years,d,All,d,Stroke,,c,,c,3.84
2013,S12000013,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,7.26
2013,S12000013,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,15.35
2013,S12000013,,under75 years,d,Male,,Stroke,,c,,c,7.67
2013,S12000013,,under75 years,d,Male,,Subarachnoid Haemorrhage,,c,,c,7.67
2013,S12000013,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,13.7
2013,S12000013,,under75 years,d,Female,,Stroke,0,,0,,0
2013,S12000013,,under75 years,d,Female,,Subarachnoid Haemorrhage,,c,,c,6.85
2013,S12000013,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,642.03
2013,S12000013,,75plus years,,All,d,Stroke,,c,,c,353.47
2013,S12000013,,75plus years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000013,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,791.93
2013,S12000013,,75plus years,,Male,,Stroke,,c,,c,434.4
2013,S12000013,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000013,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,492.14
2013,S12000013,,75plus years,,Female,,Stroke,,c,,c,272.54
2013,S12000013,,75plus years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000014,,All,d,All,d,Cerebrovascular Disease,129,,82.08,,100.41
2013,S12000014,,All,d,All,d,Stroke,75,,47.72,,55.96
2013,S12000014,,All,d,All,d,Subarachnoid Haemorrhage,8,,5.09,,5.68
2013,S12000014,,All,d,Male,,Cerebrovascular Disease,55,,71.65,,106.86
2013,S12000014,,All,d,Male,,Stroke,32,,41.69,,57.21
2013,S12000014,,All,d,Male,,Subarachnoid Haemorrhage,3,,3.91,,5.16
2013,S12000014,,All,d,Female,,Cerebrovascular Disease,74,,92.04,,93.95
2013,S12000014,,All,d,Female,,Stroke,43,,53.48,,54.72
2013,S12000014,,All,d,Female,,Subarachnoid Haemorrhage,5,,6.22,,6.2
2013,S12000014,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,1.04
2013,S12000014,,0-44 years,,All,d,Stroke,0,,0,,0
2013,S12000014,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000014,,0-44 years,,Male,,Cerebrovascular Disease,0,,0,,0
2013,S12000014,,0-44 years,,Male,,Stroke,0,,0,,0
2013,S12000014,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000014,,0-44 years,,Female,,Cerebrovascular Disease,,c,,c,2.08
2013,S12000014,,0-44 years,,Female,,Stroke,0,,0,,0
2013,S12000014,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000014,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,31.28
2013,S12000014,,45-64 years,,All,d,Stroke,,c,,c,17.12
2013,S12000014,,45-64 years,,All,d,Subarachnoid Haemorrhage,,c,,c,9.4
2013,S12000014,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,34.02
2013,S12000014,,45-64 years,,Male,,Stroke,,c,,c,24.58
2013,S12000014,,45-64 years,,Male,,Subarachnoid Haemorrhage,,c,,c,4.53
2013,S12000014,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,28.55
2013,S12000014,,45-64 years,,Female,,Stroke,,c,,c,9.66
2013,S12000014,,45-64 years,,Female,,Subarachnoid Haemorrhage,,c,,c,14.28
2013,S12000014,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,100.91
2013,S12000014,,65-74 years,,All,d,Stroke,,c,,c,52.19
2013,S12000014,,65-74 years,,All,d,Subarachnoid Haemorrhage,,c,,c,5.89
2013,S12000014,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,111.84
2013,S12000014,,65-74 years,,Male,,Stroke,,c,,c,64.54
2013,S12000014,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000014,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,89.98
2013,S12000014,,65-74 years,,Female,,Stroke,,c,,c,39.85
2013,S12000014,,65-74 years,,Female,,Subarachnoid Haemorrhage,,c,,c,11.78
2013,S12000014,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,21.37
2013,S12000014,,under75 years,d,All,d,Stroke,,c,,c,11.01
2013,S12000014,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,3.42
2013,S12000014,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,22.81
2013,S12000014,,under75 years,d,Male,,Stroke,,c,,c,14.6
2013,S12000014,,under75 years,d,Male,,Subarachnoid Haemorrhage,,c,,c,1.32
2013,S12000014,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,19.93
2013,S12000014,,under75 years,d,Female,,Stroke,,c,,c,7.41
2013,S12000014,,under75 years,d,Female,,Subarachnoid Haemorrhage,,c,,c,5.52
2013,S12000014,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,899.54
2013,S12000014,,75plus years,,All,d,Stroke,,c,,c,510.52
2013,S12000014,,75plus years,,All,d,Subarachnoid Haemorrhage,,c,,c,28.54
2013,S12000014,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,956.74
2013,S12000014,,75plus years,,Male,,Stroke,,c,,c,487.99
2013,S12000014,,75plus years,,Male,,Subarachnoid Haemorrhage,,c,,c,43.99
2013,S12000014,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,842.34
2013,S12000014,,75plus years,,Female,,Stroke,,c,,c,533.05
2013,S12000014,,75plus years,,Female,,Subarachnoid Haemorrhage,,c,,c,13.1
2013,S12000017,,All,d,All,d,Cerebrovascular Disease,221,,94.88,,101.47
2013,S12000017,,All,d,All,d,Stroke,135,,57.96,,59.49
2013,S12000017,,All,d,All,d,Subarachnoid Haemorrhage,5,,2.15,,1.84
2013,S12000017,,All,d,Male,,Cerebrovascular Disease,97,,85.08,,111.04
2013,S12000017,,All,d,Male,,Stroke,57,,49.99,,61.06
2013,S12000017,,All,d,Male,,Subarachnoid Haemorrhage,1,,0.88,,0.73
2013,S12000017,,All,d,Female,,Cerebrovascular Disease,124,,104.28,,91.9
2013,S12000017,,All,d,Female,,Stroke,78,,65.59,,57.92
2013,S12000017,,All,d,Female,,Subarachnoid Haemorrhage,4,,3.36,,2.95
2013,S12000017,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,1.76
2013,S12000017,,0-44 years,,All,d,Stroke,,c,,c,1.76
2013,S12000017,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000017,,0-44 years,,Male,,Cerebrovascular Disease,,c,,c,3.51
2013,S12000017,,0-44 years,,Male,,Stroke,,c,,c,3.51
2013,S12000017,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000017,,0-44 years,,Female,,Cerebrovascular Disease,0,,0,,0
2013,S12000017,,0-44 years,,Female,,Stroke,0,,0,,0
2013,S12000017,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000017,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,26.98
2013,S12000017,,45-64 years,,All,d,Stroke,,c,,c,19.89
2013,S12000017,,45-64 years,,All,d,Subarachnoid Haemorrhage,,c,,c,4.21
2013,S12000017,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,26.03
2013,S12000017,,45-64 years,,Male,,Stroke,,c,,c,20.26
2013,S12000017,,45-64 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000017,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,27.94
2013,S12000017,,45-64 years,,Female,,Stroke,,c,,c,19.52
2013,S12000017,,45-64 years,,Female,,Subarachnoid Haemorrhage,,c,,c,8.42
2013,S12000017,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,85.8
2013,S12000017,,65-74 years,,All,d,Stroke,,c,,c,59.92
2013,S12000017,,65-74 years,,All,d,Subarachnoid Haemorrhage,,c,,c,6.92
2013,S12000017,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,132.77
2013,S12000017,,65-74 years,,Male,,Stroke,,c,,c,95.88
2013,S12000017,,65-74 years,,Male,,Subarachnoid Haemorrhage,,c,,c,6.97
2013,S12000017,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,38.83
2013,S12000017,,65-74 years,,Female,,Stroke,,c,,c,23.97
2013,S12000017,,65-74 years,,Female,,Subarachnoid Haemorrhage,,c,,c,6.88
2013,S12000017,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,18.8
2013,S12000017,,under75 years,d,All,d,Stroke,,c,,c,13.75
2013,S12000017,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,2.02
2013,S12000017,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,24.98
2013,S12000017,,under75 years,d,Male,,Stroke,,c,,c,19.05
2013,S12000017,,under75 years,d,Male,,Subarachnoid Haemorrhage,,c,,c,0.8
2013,S12000017,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,12.62
2013,S12000017,,under75 years,d,Female,,Stroke,,c,,c,8.45
2013,S12000017,,under75 years,d,Female,,Subarachnoid Haemorrhage,,c,,c,3.25
2013,S12000017,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,937.34
2013,S12000017,,75plus years,,All,d,Stroke,,c,,c,521.94
2013,S12000017,,75plus years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000017,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,981.2
2013,S12000017,,75plus years,,Male,,Stroke,,c,,c,485.82
2013,S12000017,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000017,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,893.48
2013,S12000017,,75plus years,,Female,,Stroke,,c,,c,558.07
2013,S12000017,,75plus years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000018,,All,d,All,d,Cerebrovascular Disease,89,,110.78,,120.51
2013,S12000018,,All,d,All,d,Stroke,65,,80.91,,85.37
2013,S12000018,,All,d,All,d,Subarachnoid Haemorrhage,1,,1.24,,1.21
2013,S12000018,,All,d,Male,,Cerebrovascular Disease,34,,88.5,,130.15
2013,S12000018,,All,d,Male,,Stroke,23,,59.87,,86.06
2013,S12000018,,All,d,Male,,Subarachnoid Haemorrhage,1,,2.6,,2.43
2013,S12000018,,All,d,Female,,Cerebrovascular Disease,55,,131.19,,110.86
2013,S12000018,,All,d,Female,,Stroke,42,,100.18,,84.69
2013,S12000018,,All,d,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000018,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,2.21
2013,S12000018,,0-44 years,,All,d,Stroke,,c,,c,2.21
2013,S12000018,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000018,,0-44 years,,Male,,Cerebrovascular Disease,0,,0,,0
2013,S12000018,,0-44 years,,Male,,Stroke,0,,0,,0
2013,S12000018,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000018,,0-44 years,,Female,,Cerebrovascular Disease,,c,,c,4.41
2013,S12000018,,0-44 years,,Female,,Stroke,,c,,c,4.41
2013,S12000018,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000018,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,21.3
2013,S12000018,,45-64 years,,All,d,Stroke,,c,,c,12.44
2013,S12000018,,45-64 years,,All,d,Subarachnoid Haemorrhage,,c,,c,4.58
2013,S12000018,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,9.15
2013,S12000018,,45-64 years,,Male,,Stroke,0,,0,,0
2013,S12000018,,45-64 years,,Male,,Subarachnoid Haemorrhage,,c,,c,9.15
2013,S12000018,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,33.45
2013,S12000018,,45-64 years,,Female,,Stroke,,c,,c,24.88
2013,S12000018,,45-64 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000018,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,104.77
2013,S12000018,,65-74 years,,All,d,Stroke,,c,,c,78.37
2013,S12000018,,65-74 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000018,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,164.48
2013,S12000018,,65-74 years,,Male,,Stroke,,c,,c,111.69
2013,S12000018,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000018,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,45.06
2013,S12000018,,65-74 years,,Female,,Stroke,,c,,c,45.06
2013,S12000018,,65-74 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000018,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,19.6
2013,S12000018,,under75 years,d,All,d,Stroke,,c,,c,13.98
2013,S12000018,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,1.33
2013,S12000018,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,21.64
2013,S12000018,,under75 years,d,Male,,Stroke,,c,,c,12.89
2013,S12000018,,under75 years,d,Male,,Subarachnoid Haemorrhage,,c,,c,2.67
2013,S12000018,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,17.56
2013,S12000018,,under75 years,d,Female,,Stroke,,c,,c,15.06
2013,S12000018,,under75 years,d,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000018,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,1140.76
2013,S12000018,,75plus years,,All,d,Stroke,,c,,c,807.28
2013,S12000018,,75plus years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000018,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,1227.26
2013,S12000018,,75plus years,,Male,,Stroke,,c,,c,825.9
2013,S12000018,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000018,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,1054.26
2013,S12000018,,75plus years,,Female,,Stroke,,c,,c,788.66
2013,S12000018,,75plus years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000019,,All,d,All,d,Cerebrovascular Disease,62,,73.19,,94.57
2013,S12000019,,All,d,All,d,Stroke,36,,42.5,,51.09
2013,S12000019,,All,d,All,d,Subarachnoid Haemorrhage,3,,3.54,,3.3
2013,S12000019,,All,d,Male,,Cerebrovascular Disease,27,,66.41,,103.87
2013,S12000019,,All,d,Male,,Stroke,13,,31.97,,45.76
2013,S12000019,,All,d,Male,,Subarachnoid Haemorrhage,1,,2.46,,2.29
2013,S12000019,,All,d,Female,,Cerebrovascular Disease,35,,79.45,,85.27
2013,S12000019,,All,d,Female,,Stroke,23,,52.21,,56.42
2013,S12000019,,All,d,Female,,Subarachnoid Haemorrhage,2,,4.54,,4.31
2013,S12000019,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,4.5
2013,S12000019,,0-44 years,,All,d,Stroke,,c,,c,2.5
2013,S12000019,,0-44 years,,All,d,Subarachnoid Haemorrhage,,c,,c,2.01
2013,S12000019,,0-44 years,,Male,,Cerebrovascular Disease,0,,0,,0
2013,S12000019,,0-44 years,,Male,,Stroke,0,,0,,0
2013,S12000019,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000019,,0-44 years,,Female,,Cerebrovascular Disease,,c,,c,9.01
2013,S12000019,,0-44 years,,Female,,Stroke,,c,,c,5
2013,S12000019,,0-44 years,,Female,,Subarachnoid Haemorrhage,,c,,c,4.01
2013,S12000019,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,21.05
2013,S12000019,,45-64 years,,All,d,Stroke,,c,,c,4.05
2013,S12000019,,45-64 years,,All,d,Subarachnoid Haemorrhage,,c,,c,8.36
2013,S12000019,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,25.89
2013,S12000019,,45-64 years,,Male,,Stroke,0,,0,,0
2013,S12000019,,45-64 years,,Male,,Subarachnoid Haemorrhage,,c,,c,8.63
2013,S12000019,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,16.2
2013,S12000019,,45-64 years,,Female,,Stroke,,c,,c,8.1
2013,S12000019,,45-64 years,,Female,,Subarachnoid Haemorrhage,,c,,c,8.1
2013,S12000019,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,79.85
2013,S12000019,,65-74 years,,All,d,Stroke,,c,,c,57.69
2013,S12000019,,65-74 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000019,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,71.05
2013,S12000019,,65-74 years,,Male,,Stroke,,c,,c,71.05
2013,S12000019,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000019,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,88.64
2013,S12000019,,65-74 years,,Female,,Stroke,,c,,c,44.32
2013,S12000019,,65-74 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000019,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,18.01
2013,S12000019,,under75 years,d,All,d,Stroke,,c,,c,9.32
2013,S12000019,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,3.63
2013,S12000019,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,15.74
2013,S12000019,,under75 years,d,Male,,Stroke,,c,,c,8.2
2013,S12000019,,under75 years,d,Male,,Subarachnoid Haemorrhage,,c,,c,2.51
2013,S12000019,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,20.29
2013,S12000019,,under75 years,d,Female,,Stroke,,c,,c,10.44
2013,S12000019,,under75 years,d,Female,,Subarachnoid Haemorrhage,,c,,c,4.74
2013,S12000019,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,868.62
2013,S12000019,,75plus years,,All,d,Stroke,,c,,c,473.48
2013,S12000019,,75plus years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000019,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,995.02
2013,S12000019,,75plus years,,Male,,Stroke,,c,,c,425.56
2013,S12000019,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000019,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,742.22
2013,S12000019,,75plus years,,Female,,Stroke,,c,,c,521.4
2013,S12000019,,75plus years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000020,,All,d,All,d,Cerebrovascular Disease,86,,91.14,,101.54
2013,S12000020,,All,d,All,d,Stroke,51,,54.05,,60.43
2013,S12000020,,All,d,All,d,Subarachnoid Haemorrhage,2,,2.12,,1.88
2013,S12000020,,All,d,Male,,Cerebrovascular Disease,40,,85.81,,118.06
2013,S12000020,,All,d,Male,,Stroke,22,,47.2,,67.46
2013,S12000020,,All,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000020,,All,d,Female,,Cerebrovascular Disease,46,,96.34,,85.03
2013,S12000020,,All,d,Female,,Stroke,29,,60.74,,53.39
2013,S12000020,,All,d,Female,,Subarachnoid Haemorrhage,2,,4.19,,3.75
2013,S12000020,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2013,S12000020,,0-44 years,,All,d,Stroke,0,,0,,0
2013,S12000020,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000020,,0-44 years,,Male,,Cerebrovascular Disease,0,,0,,0
2013,S12000020,,0-44 years,,Male,,Stroke,0,,0,,0
2013,S12000020,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000020,,0-44 years,,Female,,Cerebrovascular Disease,0,,0,,0
2013,S12000020,,0-44 years,,Female,,Stroke,0,,0,,0
2013,S12000020,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000020,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,15.31
2013,S12000020,,45-64 years,,All,d,Stroke,,c,,c,7.76
2013,S12000020,,45-64 years,,All,d,Subarachnoid Haemorrhage,,c,,c,3.66
2013,S12000020,,45-64 years,,Male,,Cerebrovascular Disease,,c,,c,23.29
2013,S12000020,,45-64 years,,Male,,Stroke,,c,,c,15.53
2013,S12000020,,45-64 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000020,,45-64 years,,Female,,Cerebrovascular Disease,,c,,c,7.32
2013,S12000020,,45-64 years,,Female,,Stroke,0,,0,,0
2013,S12000020,,45-64 years,,Female,,Subarachnoid Haemorrhage,,c,,c,7.32
2013,S12000020,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,153.61
2013,S12000020,,65-74 years,,All,d,Stroke,,c,,c,93.49
2013,S12000020,,65-74 years,,All,d,Subarachnoid Haemorrhage,,c,,c,8.63
2013,S12000020,,65-74 years,,Male,,Cerebrovascular Disease,,c,,c,190.98
2013,S12000020,,65-74 years,,Male,,Stroke,,c,,c,108.43
2013,S12000020,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000020,,65-74 years,,Female,,Cerebrovascular Disease,,c,,c,116.24
2013,S12000020,,65-74 years,,Female,,Stroke,,c,,c,78.55
2013,S12000020,,65-74 years,,Female,,Subarachnoid Haemorrhage,,c,,c,17.26
2013,S12000020,,under75 years,d,All,d,Cerebrovascular Disease,,c,,c,22.18
2013,S12000020,,under75 years,d,All,d,Stroke,,c,,c,13.05
2013,S12000020,,under75 years,d,All,d,Subarachnoid Haemorrhage,,c,,c,2.06
2013,S12000020,,under75 years,d,Male,,Cerebrovascular Disease,,c,,c,28.82
2013,S12000020,,under75 years,d,Male,,Stroke,,c,,c,17.03
2013,S12000020,,under75 years,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000020,,under75 years,d,Female,,Cerebrovascular Disease,,c,,c,15.55
2013,S12000020,,under75 years,d,Female,,Stroke,,c,,c,9.06
2013,S12000020,,under75 years,d,Female,,Subarachnoid Haemorrhage,,c,,c,4.13
2013,S12000020,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,903.94
2013,S12000020,,75plus years,,All,d,Stroke,,c,,c,539.46
2013,S12000020,,75plus years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000020,,75plus years,,Male,,Cerebrovascular Disease,,c,,c,1020.34
2013,S12000020,,75plus years,,Male,,Stroke,,c,,c,577.34
2013,S12000020,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000020,,75plus years,,Female,,Cerebrovascular Disease,,c,,c,787.55
2013,S12000020,,75plus years,,Female,,Stroke,,c,,c,501.57
2013,S12000020,,75plus years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013,S12000021,,All,d,All,d,Cerebrovascular Disease,111,,81.06,,92.29
2013,S12000021,,All,d,All,d,Stroke,49,,35.78,,40.38
