approx_year,healthboard_area_named,age_group,sex,diagnosis,number_of_discharges,crude_rate_discharge,easr_discharge,number_of_deaths,crude_rate_mortality,easr_mortality,hospitalstays,crude_rate_stays
2014,Forth Valley,All,All,Subarachnoid Haemorrhage,54.5,18.14247670025,19.1445009585,8,2.663116,2.71233,NA,NA
2014,Forth Valley,All,All,TIAs and related syndromes,138,45.9387483355,51.3159341465,NA,NA,NA,NA,NA
2014,Forth Valley,All,Female,Cerebrovascular Disease,479,310.484524395,308.93738394,147,95.28439,95.7249,109,70.65
2014,Forth Valley,All,Female,Stroke,279,180.84589209625,179.92249236425,87,56.39281,56.44059,265,171.77
2014,Forth Valley,All,Female,Subarachnoid Haemorrhage,48,31.1132717555,31.06063964425,7,4.537352,4.340061,NA,NA
2014,Forth Valley,All,Female,TIAs and related syndromes,77.5,50.23497001125,49.548304158,NA,NA,NA,NA,NA
2014,Forth Valley,All,Male,Cerebrovascular Disease,417,285.3721129175,338.1526974925,89,60.90676,96.0498,94,64.33
2014,Forth Valley,All,Male,Stroke,261,178.61420017224998,207.741720995,38,26.00513,40.13047,230,157.4
2014,Forth Valley,All,Male,Subarachnoid Haemorrhage,6.5,4.4482463645,7.22836227475,1,0.684346,1.084599,NA,NA
2014,Forth Valley,All,Male,TIAs and related syndromes,60.5,41.40290847,53.08356414,NA,NA,NA,NA,NA
2014,Forth Valley,under75 years,All,Cerebrovascular Disease,480,173.3396409675,176.664332345,37,13.3616,13.71711,NA,NA
2014,Forth Valley,under75 years,All,Stroke,273,98.586920809,101.2964987915,23,8.305858,8.591557,NA,NA
2014,Forth Valley,under75 years,All,Subarachnoid Haemorrhage,44.5,16.0700292155,15.96678623325,4,1.444497,1.368498,NA,NA
2014,Forth Valley,under75 years,All,TIAs and related syndromes,68,24.556449136,25.07050455425,NA,NA,NA,NA,NA
2014,Forth Valley,under75 years,Female,Cerebrovascular Disease,231.5,164.92010459,164.9633441675,22,15.67275,15.78658,NA,NA
2014,Forth Valley,under75 years,Female,Stroke,115,81.9257538975,82.17063874825,13,9.261172,9.489638,NA,NA
2014,Forth Valley,under75 years,Female,Subarachnoid Haemorrhage,41.5,29.56451119,29.7311556865,4,2.849591,2.736995,NA,NA
2014,Forth Valley,under75 years,Female,TIAs and related syndromes,36,25.64632296,25.318003615749998,NA,NA,NA,NA,NA
2014,Forth Valley,under75 years,Male,Cerebrovascular Disease,248.5,181.9952834975,188.365320545,15,10.98563,11.64763,NA,NA
2014,Forth Valley,under75 years,Male,Stroke,158,115.71531104649999,120.422358812,10,7.323754,7.693477,NA,NA
2014,Forth Valley,under75 years,Male,Subarachnoid Haemorrhage,3,2.197126159,2.20241678525,0,0,0,NA,NA
2014,Forth Valley,under75 years,Male,TIAs and related syndromes,32,23.43601236,24.82300549,NA,NA,NA,NA,NA
2014,Grampian,0-44 years,All,Cerebrovascular Disease,53.5,16.280350680250002,16.79514374525,7,2.130139,2.273526,4.5,5.6725
2014,Grampian,0-44 years,All,Stroke,22,6.69472364475,7.021197279,2,0.608611,0.641911,5.75,7.2675
2014,Grampian,0-44 years,All,Subarachnoid Haemorrhage,21,6.39041802475,6.61027547975,4,1.217222,1.309746,NA,NA
2014,Grampian,0-44 years,All,TIAs and related syndromes,0.5,0.15215281,0.1488700535,NA,NA,NA,NA,NA
2014,Grampian,0-44 years,Female,Cerebrovascular Disease,22,13.6068727095,13.70847258975,3,1.855483,1.920249,2.6666666666666665,6.723333333333333
2014,Grampian,0-44 years,Female,Stroke,6.5,4.020212391,3.8662566747500002,1,0.618494,0.640083,2.25,5.6125
2014,Grampian,0-44 years,Female,Subarachnoid Haemorrhage,12,7.421930569000001,7.7572482195,2,1.236988,1.280166,NA,NA
2014,Grampian,0-44 years,Female,TIAs and related syndromes,0.5,0.309247107,0.297740107,NA,NA,NA,NA,NA
2014,Grampian,0-44 years,Male,Cerebrovascular Disease,31.5,18.869732948,19.88181490075,4,2.396157,2.6268030000000002,3.3333333333333335,8.386666666666667
2014,Grampian,0-44 years,Male,Stroke,15.5,9.28510668925,10.17613788025,1,0.599039,0.643739,7,17.83
2014,Grampian,0-44 years,Male,Subarachnoid Haemorrhage,9,5.3913522705,5.4633027389999995,2,1.198078,1.339326,NA,NA
2014,Grampian,0-44 years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2014,Grampian,45-64 years,All,Cerebrovascular Disease,233,148.8408935525,150.83256509,20,12.77604,13.10686,34.5,45.370000000000005
2014,Grampian,45-64 years,All,Stroke,127,81.12786901175,82.3262150455,10,6.388021,6.537067,66.5,87.575
2014,Grampian,45-64 years,All,Subarachnoid Haemorrhage,41,26.190886850749997,26.29823373925,4,2.555208,2.650155,NA,NA
2014,Grampian,45-64 years,All,TIAs and related syndromes,20.5,13.09544342575,13.40769927575,NA,NA,NA,NA,NA
2014,Grampian,45-64 years,Female,Cerebrovascular Disease,117,148.96678170250001,150.71661142,8,10.18576,10.52128,19.5,50.355000000000004
2014,Grampian,45-64 years,Female,Stroke,51,64.9342381575,65.87662163750001,4,5.092881,5.218922,25.5,66.185
2014,Grampian,45-64 years,Female,Subarachnoid Haemorrhage,28.5,36.28678015225,36.38927063375,2,2.546441,2.63032,NA,NA
2014,Grampian,45-64 years,Female,TIAs and related syndromes,11,14.00542391925,14.43380846925,NA,NA,NA,NA,NA
2014,Grampian,45-64 years,Male,Cerebrovascular Disease,116,148.714135525,150.94851878249997,12,15.38422,15.69245,15,40.29
2014,Grampian,45-64 years,Male,Stroke,76,97.433399145,98.77580844825,6,7.69211,7.855212,41,108.955
2014,Grampian,45-64 years,Male,Subarachnoid Haemorrhage,12.5,16.0252301225,16.2071968425,2,2.564037,2.669989,NA,NA
2014,Grampian,45-64 years,Male,TIAs and related syndromes,9.5,12.17917489475,12.38159008,NA,NA,NA,NA,NA
2014,Grampian,65-74 years,All,Cerebrovascular Disease,243,441.48907180749995,458.064064705,49,89.02455,92.10626,81,97.91499999999999
2014,Grampian,65-74 years,All,Stroke,168.5,306.13542629200003,320.9501969455,28,50.87117,52.15496,367.5,437.18999999999994
2014,Grampian,65-74 years,All,Subarachnoid Haemorrhage,22.5,40.878617759,38.13218006725,3,5.450482,5.526653,NA,NA
2014,Grampian,65-74 years,All,TIAs and related syndromes,23,41.7870314855,43.78951964375,NA,NA,NA,NA,NA
2014,Grampian,65-74 years,Female,Cerebrovascular Disease,99,348.5792753725,353.7810634925,25,88.02507,89.59508,38,87.53999999999999
2014,Grampian,65-74 years,Female,Stroke,60,211.26016689075,216.60629010625,14,49.29404,49.29501,168.5,355.265
2014,Grampian,65-74 years,Female,Subarachnoid Haemorrhage,20,70.420055643,67.97098579474999,3,10.56301,11.05331,NA,NA
2014,Grampian,65-74 years,Female,TIAs and related syndromes,8,28.168022255,29.246772595,NA,NA,NA,NA,NA
2014,Grampian,65-74 years,Male,Cerebrovascular Disease,144,540.54054052,562.34706597,24,90.09009,94.61743,43,110.64
2014,Grampian,65-74 years,Male,Stroke,108.5,407.28228228849997,425.29410383475,14,52.55255,55.01492,199,528.755
2014,Grampian,65-74 years,Male,Subarachnoid Haemorrhage,2.5,9.3843843845,8.29337434875,0,0,0,NA,NA
2014,Grampian,65-74 years,Male,TIAs and related syndromes,15,56.306306302,58.3322666975,NA,NA,NA,NA,NA
2014,Grampian,75plus years,All,Cerebrovascular Disease,542.5,1232.4223631974999,1262.1888240425,364,826.9157,837.1347,54.666666666666664,194.26333333333332
2014,Grampian,75plus years,All,Stroke,416,945.0464569935,969.2597810745,191,433.9035,436.5809,271.3333333333333,1016.13
2014,Grampian,75plus years,All,Subarachnoid Haemorrhage,5.5,12.494604605,12.472615155,4,9.086985,8.52428,NA,NA
2014,Grampian,75plus years,All,TIAs and related syndromes,52,118.13080715125,116.57096479825,NA,NA,NA,NA,NA
2014,Grampian,75plus years,Female,Cerebrovascular Disease,290,1116.2432640275,1083.8481808025,232,892.9946,855.5108,22.666666666666668,141.72666666666666
2014,Grampian,75plus years,Female,Stroke,226,869.899923026,842.5912619972501,123,473.4411,450.5361,152.66666666666666,952.15
2014,Grampian,75plus years,Female,Subarachnoid Haemorrhage,4,15.396458815,17.277899235,3,11.54734,11.21085,NA,NA
2014,Grampian,75plus years,Female,TIAs and related syndromes,31,119.322555811,115.25254730575,NA,NA,NA,NA,NA
2014,Grampian,75plus years,Male,Cerebrovascular Disease,252.5,1399.744997105,1440.5294672825,132,731.7479,818.7587,32,272.63
2014,Grampian,75plus years,Male,Stroke,190,1053.27346307,1095.9283000275,68,376.961,422.6257,118.66666666666667,1123.5833333333333
2014,Grampian,75plus years,Male,Subarachnoid Haemorrhage,1.5,8.315316812999999,7.6673310765,1,5.543545,5.837712,NA,NA
2014,Grampian,75plus years,Male,TIAs and related syndromes,21,116.41443540750001,117.8893823175,NA,NA,NA,NA,NA
2014,Grampian,All,All,Cerebrovascular Disease,1072,183.49251995925,210.73372836000001,440,75.31409,89.71431,209,35.77
2014,Grampian,All,All,Stroke,733.5,125.55201808975,146.54104450125,231,39.5399,46.8475,727,124.44
2014,Grampian,All,All,Subarachnoid Haemorrhage,90,15.40515559175,15.66499497075,15,2.567526,2.757038,NA,NA
2014,Grampian,All,All,TIAs and related syndromes,96,16.432165965,18.72271653275,NA,NA,NA,NA,NA
2014,Grampian,All,Female,Cerebrovascular Disease,528,179.22302745175,182.0358251575,268,90.96926,90.22853,102,34.62
2014,Grampian,All,Female,Stroke,343.5,116.596799102,118.12195736375,142,48.20013,47.45288,343,116.43
2014,Grampian,All,Female,Subarachnoid Haemorrhage,64.5,21.8937220995,22.52403519525,10,3.394376,3.557898,NA,NA
2014,Grampian,All,Female,TIAs and related syndromes,50.5,17.141596374,17.429379282,NA,NA,NA,NA,NA
2014,Grampian,All,Male,Cerebrovascular Disease,544,187.8355748025,239.43163151250002,172,59.38919,89.20009,107,36.95
2014,Grampian,All,Male,Stroke,390,134.66153340399998,174.96013161375,89,30.73045,46.24213,384,132.59
2014,Grampian,All,Male,Subarachnoid Haemorrhage,25.5,8.804792569750001,8.805954745,5,1.72643,1.956177,NA,NA
2014,Grampian,All,Male,TIAs and related syndromes,45.5,15.71051223,20.0160537835,NA,NA,NA,NA,NA
2014,Grampian,under75 years,All,Cerebrovascular Disease,529.5,98.019070689,106.743663948,76,14.06884,15.7936,NA,NA
2014,Grampian,under75 years,All,Stroke,317.5,58.77441915125,65.173257354,40,7.404651,8.302446,NA,NA
2014,Grampian,under75 years,All,Subarachnoid Haemorrhage,84.5,15.642325726,15.9807248415,11,2.036279,2.186651,NA,NA
2014,Grampian,under75 years,All,TIAs and related syndromes,44,8.14511635375,9.045417251,NA,NA,NA,NA,NA
2014,Grampian,under75 years,Female,Cerebrovascular Disease,238,88.599348542,92.8455921925,36,13.40158,14.54127,NA,NA
2014,Grampian,under75 years,Female,Stroke,117.5,43.74127501025,46.4711470245,19,7.073057,7.587511,NA,NA
2014,Grampian,under75 years,Female,Subarachnoid Haemorrhage,60.5,22.52210330275,23.042883805,7,2.605863,2.801013,NA,NA
2014,Grampian,under75 years,Female,TIAs and related syndromes,19.5,7.25919032075,7.75456046525,NA,NA,NA,NA,NA
2014,Grampian,under75 years,Male,Cerebrovascular Disease,291.5,107.33643621475,120.64173564325,40,14.72884,17.04594,NA,NA
2014,Grampian,under75 years,Male,Stroke,200,73.64421009525,83.875367696,21,7.732642,9.017381,NA,NA
2014,Grampian,under75 years,Male,Subarachnoid Haemorrhage,24,8.837305210250001,8.91856587575,4,1.472884,1.572289,NA,NA
2014,Grampian,under75 years,Male,TIAs and related syndromes,24.5,9.021415736,10.33627403925,NA,NA,NA,NA,NA
2014,Greater Glasgow & Clyde,0-44 years,All,Cerebrovascular Disease,178,27.391104969249998,29.11805146375,7,1.077178,1.231695,11.5,7.495
2014,Greater Glasgow & Clyde,0-44 years,All,Stroke,112.5,17.311793868749998,18.504550578499998,2,0.307765,0.35754,23,15
2014,Greater Glasgow & Clyde,0-44 years,All,Subarachnoid Haemorrhage,27,4.15483052925,4.32776326625,4,0.61553,0.708465,NA,NA
2014,Greater Glasgow & Clyde,0-44 years,All,TIAs and related syndromes,14,2.1543565705,2.29181340575,NA,NA,NA,NA,NA
2014,Greater Glasgow & Clyde,0-44 years,Female,Cerebrovascular Disease,87.5,26.8766010795,27.7020651895,4,1.228645,1.364189,10,12.833333333333332
2014,Greater Glasgow & Clyde,0-44 years,Female,Stroke,51,15.66521891525,16.057739455,0,0,0,10,12.637500000000001
2014,Greater Glasgow & Clyde,0-44 years,Female,Subarachnoid Haemorrhage,14.5,4.45383675,4.6075423485,3,0.921483,1.032808,NA,NA
2014,Greater Glasgow & Clyde,0-44 years,Female,TIAs and related syndromes,4,1.22864462075,1.26101234775,NA,NA,NA,NA,NA
2014,Greater Glasgow & Clyde,0-44 years,Male,Cerebrovascular Disease,90.5,27.90763651675,30.53403773525,3,0.925115,1.099202,5.333333333333333,7.02
2014,Greater Glasgow & Clyde,0-44 years,Male,Stroke,61.5,18.964857963,20.95136169925,2,0.616743,0.71508,13,17.49
2014,Greater Glasgow & Clyde,0-44 years,Male,Subarachnoid Haemorrhage,12.5,3.8546459275,4.04798418425,1,0.308372,0.384122,NA,NA
2014,Greater Glasgow & Clyde,0-44 years,Male,TIAs and related syndromes,10,3.08371674225,3.32261446375,NA,NA,NA,NA,NA
2014,Greater Glasgow & Clyde,45-64 years,All,Cerebrovascular Disease,1005.5,328.912935405,337.9165188375,66,21.58951,22.99135,117,77.525
2014,Greater Glasgow & Clyde,45-64 years,All,Stroke,605.5,198.06741159,205.93856968,34,11.12187,11.84044,239,163.155
2014,Greater Glasgow & Clyde,45-64 years,All,Subarachnoid Haemorrhage,110,35.98251903925,35.34800341575,10,3.271138,3.267196,NA,NA
2014,Greater Glasgow & Clyde,45-64 years,All,TIAs and related syndromes,133.5,43.66969356075,44.9586467425,NA,NA,NA,NA,NA
2014,Greater Glasgow & Clyde,45-64 years,Female,Cerebrovascular Disease,444,279.491376055,285.26740075,25,15.73713,16.42087,67.5,85.43
2014,Greater Glasgow & Clyde,45-64 years,Female,Stroke,214.5,135.02454990750002,138.897528605,12,7.553821,7.872489,85.5,112.71000000000001
2014,Greater Glasgow & Clyde,45-64 years,Female,Subarachnoid Haemorrhage,80,50.3588064965,50.76231585375,7,4.406396,4.469975,NA,NA
2014,Greater Glasgow & Clyde,45-64 years,Female,TIAs and related syndromes,74.5,46.8966385515,48.4649305025,NA,NA,NA,NA,NA
2014,Greater Glasgow & Clyde,45-64 years,Male,Cerebrovascular Disease,561.5,382.37857865,390.5656369025,41,27.92079,29.56183,49.5,68.905
2014,Greater Glasgow & Clyde,45-64 years,Male,Stroke,391,266.268965685,272.9796107575,22,14.98189,15.8084,153.5,217.375
2014,Greater Glasgow & Clyde,45-64 years,Male,Subarachnoid Haemorrhage,30,20.42984391425,19.93369096775,3,2.042984,2.064417,NA,NA
2014,Greater Glasgow & Clyde,45-64 years,Male,TIAs and related syndromes,59,40.1786930345,41.4523629825,NA,NA,NA,NA,NA
2014,Greater Glasgow & Clyde,65-74 years,All,Cerebrovascular Disease,867,869.57393887,901.7061274325,126,126.3741,131.5927,270,179.945
2014,Greater Glasgow & Clyde,65-74 years,All,Stroke,571.5,573.1966620625,595.489981385,77,77.2286,78.75533,902.5,584.61
2014,Greater Glasgow & Clyde,65-74 years,All,Subarachnoid Haemorrhage,44.5,44.63211104875,44.21234885975,10,10.02969,9.7205,NA,NA
2014,Greater Glasgow & Clyde,65-74 years,All,TIAs and related syndromes,125.5,125.87258284725,131.23784521675,NA,NA,NA,NA,NA
2014,Greater Glasgow & Clyde,65-74 years,Female,Cerebrovascular Disease,379,710.9226989425,722.5485920125,58,108.7956,109.7163,137,159.33
2014,Greater Glasgow & Clyde,65-74 years,Female,Stroke,242,453.94008741,462.910770595,38,71.27985,71.73589,476.5,530.235
2014,Greater Glasgow & Clyde,65-74 years,Female,Subarachnoid Haemorrhage,34,63.7767064975,64.07239876225,7,13.1305,13.10216,NA,NA
2014,Greater Glasgow & Clyde,65-74 years,Female,TIAs and related syndromes,54.5,102.23030895775,103.38990001625,NA,NA,NA,NA,NA
2014,Greater Glasgow & Clyde,65-74 years,Male,Cerebrovascular Disease,488,1051.88282706,1080.86366255,68,146.5738,153.4691,133,205.35500000000002
2014,Greater Glasgow & Clyde,65-74 years,Male,Stroke,329.5,710.2364580349999,728.069192,39,84.06441,85.77478,426,649.245
2014,Greater Glasgow & Clyde,65-74 years,Male,Subarachnoid Haemorrhage,10.5,22.632724765,24.352298945,3,6.466493,6.338836,NA,NA
2014,Greater Glasgow & Clyde,65-74 years,Male,TIAs and related syndromes,71,153.04032937,159.08579043999998,NA,NA,NA,NA,NA
2014,Greater Glasgow & Clyde,75plus years,All,Cerebrovascular Disease,1781.5,2039.82321125,2020.035087625,624,714.482,732.6685,157.33333333333334,291.62333333333333
2014,Greater Glasgow & Clyde,75plus years,All,Stroke,1265,1448.42905559,1414.4165119075,315,360.676,356.4677,622,1171.5433333333333
2014,Greater Glasgow & Clyde,75plus years,All,Subarachnoid Haemorrhage,38.5,44.08262343,43.6064037,13,14.88504,13.17385,NA,NA
2014,Greater Glasgow & Clyde,75plus years,All,TIAs and related syndromes,232.5,266.2132454025,258.2398887075,NA,NA,NA,NA,NA
2014,Greater Glasgow & Clyde,75plus years,Female,Cerebrovascular Disease,1133.5,2080.618220025,2027.364261,418,767.2681,746.8271,92,276.44
2014,Greater Glasgow & Clyde,75plus years,Female,Stroke,817,1499.66041948,1460.1300362675,226,414.8387,401.3786,387.3333333333333,1184.33
2014,Greater Glasgow & Clyde,75plus years,Female,Subarachnoid Haemorrhage,30,55.06709006,54.445573795,11,20.19127,20.15721,NA,NA
2014,Greater Glasgow & Clyde,75plus years,Female,TIAs and related syndromes,152.5,279.9243745325,273.08222652,NA,NA,NA,NA,NA
2014,Greater Glasgow & Clyde,75plus years,Male,Cerebrovascular Disease,648,1972.182487675,2012.705913975,206,626.9592,718.51,65.33333333333333,314.96666666666664
2014,Greater Glasgow & Clyde,75plus years,Male,Stroke,448,1363.484189115,1368.7029875475,89,270.8707,311.5568,234.66666666666666,1123.1433333333334
2014,Greater Glasgow & Clyde,75plus years,Male,Subarachnoid Haemorrhage,8.5,25.8696776925,32.767233615,2,6.086983,6.190493,NA,NA
2014,Greater Glasgow & Clyde,75plus years,Male,TIAs and related syndromes,80,243.47931949,243.39755092,NA,NA,NA,NA,NA
2014,Greater Glasgow & Clyde,All,All,Cerebrovascular Disease,3832,335.378394705,381.7539264975,823,72.02934,86.51522,668,58.46
2014,Greater Glasgow & Clyde,All,All,Stroke,2554.5,223.57100973,254.3901123775,428,37.45876,43.68219,1939,169.7
2014,Greater Glasgow & Clyde,All,All,Subarachnoid Haemorrhage,220,19.25450074175,20.2710860325,37,3.238257,3.454677,NA,NA
2014,Greater Glasgow & Clyde,All,All,TIAs and related syndromes,505.5,44.241591471,50.17318435625,NA,NA,NA,NA,NA
2014,Greater Glasgow & Clyde,All,Female,Cerebrovascular Disease,2044,345.146670455,348.885362025,505,85.27352,83.82284,371,62.65
2014,Greater Glasgow & Clyde,All,Female,Stroke,1324.5,223.65301615,225.49635856,276,46.60493,45.74255,978,165.14
2014,Greater Glasgow & Clyde,All,Female,Subarachnoid Haemorrhage,158.5,26.76406421875,27.5677900825,28,4.728037,4.932135,NA,NA
2014,Greater Glasgow & Clyde,All,Female,TIAs and related syndromes,285.5,48.20908728625,48.95749313975,NA,NA,NA,NA,NA
2014,Greater Glasgow & Clyde,All,Male,Cerebrovascular Disease,1788,324.867636425,414.6224910225,318,57.77847,89.20761,297,53.96
2014,Greater Glasgow & Clyde,All,Male,Stroke,1230,223.482770005,283.2838662425,152,27.61738,41.62183,961,174.61
2014,Greater Glasgow & Clyde,All,Male,Subarachnoid Haemorrhage,61.5,11.1741385005,12.974381979250001,9,1.63524,1.977219,NA,NA
2014,Greater Glasgow & Clyde,All,Male,TIAs and related syndromes,220,39.972527972500004,51.388875590249995,NA,NA,NA,NA,NA
2014,Greater Glasgow & Clyde,under75 years,All,Cerebrovascular Disease,2050.5,194.31340700750002,219.7261194025,199,18.85802,22.60995,NA,NA
2014,Greater Glasgow & Clyde,under75 years,All,Stroke,1289.5,122.1980679505,139.66222670525,113,10.70832,12.74736,NA,NA
2014,Greater Glasgow & Clyde,under75 years,All,Subarachnoid Haemorrhage,181.5,17.1996505105,17.963197471250002,24,2.274334,2.49344,NA,NA
2014,Greater Glasgow & Clyde,under75 years,All,TIAs and related syndromes,273,25.87054870175,29.59515865475,NA,NA,NA,NA,NA
2014,Greater Glasgow & Clyde,under75 years,Female,Cerebrovascular Disease,910.5,169.32194974249998,182.88195447249998,87,16.17903,18.25099,NA,NA
2014,Greater Glasgow & Clyde,under75 years,Female,Stroke,507.5,94.37769300625,103.38973110675,50,9.298295,10.56976,NA,NA
2014,Greater Glasgow & Clyde,under75 years,Female,Subarachnoid Haemorrhage,128.5,23.89661784025,24.909547738,17,3.16142,3.426359,NA,NA
2014,Greater Glasgow & Clyde,under75 years,Female,TIAs and related syndromes,133,24.7334643765,26.791310717000002,NA,NA,NA,NA,NA
2014,Greater Glasgow & Clyde,under75 years,Male,Cerebrovascular Disease,1140,220.2809161475,256.570284335,112,21.64163,26.96891,NA,NA
2014,Greater Glasgow & Clyde,under75 years,Male,Stroke,782,151.10497931725,175.9347223625,63,12.17342,14.92497,NA,NA
2014,Greater Glasgow & Clyde,under75 years,Male,Subarachnoid Haemorrhage,53,10.24113031125,11.016847204,7,1.352602,1.560521,NA,NA
2014,Greater Glasgow & Clyde,under75 years,Male,TIAs and related syndromes,140,27.05204233475,32.39900659,NA,NA,NA,NA,NA
2014,Highland,0-44 years,All,Cerebrovascular Disease,34,21.81850851075,23.10498128375,3,1.925163,2.21753,4.666666666666667,12.58
2014,Highland,0-44 years,All,Stroke,10.5,6.73806880525,7.16161355875,1,0.641721,0.789366,5,13.545
2014,Highland,0-44 years,All,Subarachnoid Haemorrhage,16,10.26753341875,11.20484708225,2,1.283442,1.428165,NA,NA
2014,Highland,0-44 years,All,TIAs and related syndromes,0.5,0.3208604195,0.334648982,NA,NA,NA,NA,NA
2014,Highland,0-44 years,Female,Cerebrovascular Disease,12.5,16.306403850749998,18.671728324,1,1.304512,1.517734,4,20.67
2014,Highland,0-44 years,Female,Stroke,2.5,3.26128077,3.4943919927500002,0,0,0,2,10.71
2014,Highland,0-44 years,Female,Subarachnoid Haemorrhage,8,10.4360984655,12.141869066,1,1.304512,1.517734,NA,NA
2014,Highland,0-44 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2014,Highland,0-44 years,Male,Cerebrovascular Disease,21.5,27.1553792905,27.538234241,2,2.526082,2.917327,3.3333333333333335,17.83
2014,Highland,0-44 years,Male,Stroke,8,10.104327179,10.828835123,1,1.263041,1.578731,6,33.53
2014,Highland,0-44 years,Male,Subarachnoid Haemorrhage,8,10.10432718025,10.267825096,1,1.263041,1.338596,NA,NA
2014,Highland,0-44 years,Male,TIAs and related syndromes,0.5,0.6315204485,0.669297964,NA,NA,NA,NA,NA
2014,Highland,45-64 years,All,Cerebrovascular Disease,210.5,219.84793416,218.21474434249998,18,18.79935,18.74082,24.5,51.59
2014,Highland,45-64 years,All,Stroke,125.5,131.07323392275,130.51514257075002,11,11.48849,11.38414,52.5,111.23500000000001
2014,Highland,45-64 years,All,Subarachnoid Haemorrhage,41,42.82073777,42.1503208675,5,5.222041,5.269264,NA,NA
2014,Highland,45-64 years,All,TIAs and related syndromes,16,16.710531814499998,16.56089563575,NA,NA,NA,NA,NA
2014,Highland,45-64 years,Female,Cerebrovascular Disease,100,204.63707615,202.9833297975,7,14.3246,14.31218,14,57.86
2014,Highland,45-64 years,Female,Stroke,50.5,103.34172345575,102.6658979365,4,8.185483,8.124219,21.5,89.16
2014,Highland,45-64 years,Female,Subarachnoid Haemorrhage,27.5,56.275195945,55.294450742500004,2,4.092742,4.133494,NA,NA
2014,Highland,45-64 years,Female,TIAs and related syndromes,6,12.2782245685,12.32909792475,NA,NA,NA,NA,NA
2014,Highland,45-64 years,Male,Cerebrovascular Disease,110.5,235.70316332750002,233.44615886,11,23.46366,23.16946,10.5,45.065
2014,Highland,45-64 years,Male,Stroke,75,159.97952260124998,158.36438720275,7,14.93142,14.64407,31,134.175
2014,Highland,45-64 years,Male,Subarachnoid Haemorrhage,13.5,28.79631407,29.006191004999998,3,6.399181,6.405034,NA,NA
2014,Highland,45-64 years,Male,TIAs and related syndromes,10,21.33060301675,20.792693344499998,NA,NA,NA,NA,NA
2014,Highland,65-74 years,All,Cerebrovascular Disease,236.5,603.3471095125,621.76714409,31,79.08567,82.39505,66.5,116.61000000000001
2014,Highland,65-74 years,All,Stroke,154,392.87718762675,408.08023200325,18,45.92071,48.06529,300,502.895
2014,Highland,65-74 years,All,Subarachnoid Haemorrhage,15.5,39.54283381975,38.94271081975,2,5.102301,5.012762,NA,NA
2014,Highland,65-74 years,All,TIAs and related syndromes,35.5,90.5658451875,93.3664349875,NA,NA,NA,NA,NA
2014,Highland,65-74 years,Female,Cerebrovascular Disease,114.5,568.7180250675,582.0286135,12,59.60364,61.65405,36.5,127.995
2014,Highland,65-74 years,Female,Stroke,66.5,330.30348185,342.541728675,8,39.73576,41.603,155,477.895
2014,Highland,65-74 years,Female,Subarachnoid Haemorrhage,15.5,76.9880296055,77.8854216345,2,9.933939,10.02552,NA,NA
2014,Highland,65-74 years,Female,TIAs and related syndromes,15.5,76.9880296025,78.2606489425,NA,NA,NA,NA,NA
2014,Highland,65-74 years,Male,Cerebrovascular Disease,122,639.916076555,661.50567488,19,99.65906,103.136,30,105.815
2014,Highland,65-74 years,Male,Stroke,87.5,458.9562024575,473.6187353325,10,52.45214,54.52757,145,530.695
2014,Highland,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2014,Highland,65-74 years,Male,TIAs and related syndromes,20,104.90427485,108.47222103325001,NA,NA,NA,NA,NA
2014,Highland,75plus years,All,Cerebrovascular Disease,534,1782.7930425625,1801.0021629075,255,851.3338,863.8793,39.333333333333336,211.49
2014,Highland,75plus years,All,Stroke,398.5,1330.417654375,1342.815760135,168,560.8787,576.7173,233.33333333333334,1298.8233333333333
2014,Highland,75plus years,All,Subarachnoid Haemorrhage,5.5,18.362100625,17.00705177,5,16.69282,14.02349,NA,NA
2014,Highland,75plus years,All,TIAs and related syndromes,70,233.6994625,221.00363679875,NA,NA,NA,NA,NA
2014,Highland,75plus years,Female,Cerebrovascular Disease,299,1698.09177642,1644.6529333925,165,937.0741,897.7163,12.666666666666666,112.81
2014,Highland,75plus years,Female,Stroke,225.5,1280.66787808,1234.9513355225,106,601.9991,576.9807,129.33333333333334,1241.59
2014,Highland,75plus years,Female,Subarachnoid Haemorrhage,3,17.03771013,16.15287812,5,28.39618,28.04699,NA,NA
2014,Highland,75plus years,Female,TIAs and related syndromes,51,289.64107222999996,282.2216910725,NA,NA,NA,NA,NA
2014,Highland,75plus years,Male,Cerebrovascular Disease,235,1903.6046984425,1957.35139242,90,729.0401,830.0423,26.666666666666668,371.8066666666667
2014,Highland,75plus years,Male,Stroke,173,1401.377075775,1450.6801851225,62,502.2276,576.4538,104,1363.7466666666667
2014,Highland,75plus years,Male,Subarachnoid Haemorrhage,2.5,20.25111381,17.861225425,0,0,0,NA,NA
2014,Highland,75plus years,Male,TIAs and related syndromes,19,153.908464955,159.78558252,NA,NA,NA,NA,NA
2014,Highland,All,All,Cerebrovascular Disease,1015,316.465562935,297.67934195,307,95.71914,92.5644,159,49.57
2014,Highland,All,All,Stroke,688.5,214.66654194475,202.155626884,198,61.73417,60.39446,590,183.96
