approx_year,council_area_named,age_group,sex,diagnosis,number_of_discharges,crude_rate_discharge,easr_discharge,number_of_deaths,crude_rate_mortality,easr_mortality,hospitalstays,crude_rate_stays
2013,South Ayrshire,75plus years,Male,TIAs and related syndromes,0,0,313.14102355,NA,NA,NA,NA,NA
2013,South Lanarkshire,0-44 years,Female,Cerebrovascular Disease,NA,NA,23.628485055749998,NA,NA,3.25,NA,NA
2013,South Lanarkshire,0-44 years,Female,Stroke,NA,NA,19.225865215749998,NA,NA,1.08,NA,NA
2013,South Lanarkshire,0-44 years,Female,Subarachnoid Haemorrhage,0,0,3.25348355125,NA,NA,1.08,NA,NA
2013,South Lanarkshire,0-44 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2013,South Lanarkshire,0-44 years,Male,Cerebrovascular Disease,0,0,12.834973089750001,0,0,0,NA,NA
2013,South Lanarkshire,0-44 years,Male,Stroke,0,0,9.4352975145,0,0,0,NA,NA
2013,South Lanarkshire,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0.5666125955,0,0,0,NA,NA
2013,South Lanarkshire,0-44 years,Male,TIAs and related syndromes,0,0,1.1332251915,NA,NA,NA,NA,NA
2013,South Lanarkshire,45-64 years,Female,Cerebrovascular Disease,NA,NA,194.986477615,NA,NA,21.8,NA,NA
2013,South Lanarkshire,45-64 years,Female,Stroke,NA,NA,100.38466100075,NA,NA,8.69,NA,NA
2013,South Lanarkshire,45-64 years,Female,Subarachnoid Haemorrhage,0,0,21.506082075,NA,NA,6.24,NA,NA
2013,South Lanarkshire,45-64 years,Female,TIAs and related syndromes,NA,NA,25.980218466,NA,NA,NA,NA,NA
2013,South Lanarkshire,45-64 years,Male,Cerebrovascular Disease,NA,NA,265.651567905,NA,NA,32.06,NA,NA
2013,South Lanarkshire,45-64 years,Male,Stroke,NA,NA,173.40930245625,NA,NA,18.21,NA,NA
2013,South Lanarkshire,45-64 years,Male,Subarachnoid Haemorrhage,0,0,12.026020215,NA,NA,6.92,NA,NA
2013,South Lanarkshire,45-64 years,Male,TIAs and related syndromes,0,0,29.59187146,NA,NA,NA,NA,NA
2013,South Lanarkshire,65-74 years,Female,Cerebrovascular Disease,NA,NA,562.9824680975,NA,NA,120.29,NA,NA
2013,South Lanarkshire,65-74 years,Female,Stroke,0,0,323.74180425,NA,NA,89.88,NA,NA
2013,South Lanarkshire,65-74 years,Female,Subarachnoid Haemorrhage,0,0,47.449240695,NA,NA,17.71,NA,NA
2013,South Lanarkshire,65-74 years,Female,TIAs and related syndromes,NA,NA,100.06627568750001,NA,NA,NA,NA,NA
2013,South Lanarkshire,65-74 years,Male,Cerebrovascular Disease,NA,NA,721.398819515,NA,NA,83.75,NA,NA
2013,South Lanarkshire,65-74 years,Male,Stroke,0,0,511.2421964,NA,NA,41.87,NA,NA
2013,South Lanarkshire,65-74 years,Male,Subarachnoid Haemorrhage,0,0,6.19233389,NA,NA,6.19,NA,NA
2013,South Lanarkshire,65-74 years,Male,TIAs and related syndromes,0,0,87.5803231025,NA,NA,NA,NA,NA
2013,South Lanarkshire,75plus years,Female,Cerebrovascular Disease,NA,NA,1555.11501407,NA,NA,828.95,NA,NA
2013,South Lanarkshire,75plus years,Female,Stroke,0,0,1057.4194790249999,NA,NA,515.06,NA,NA
2013,South Lanarkshire,75plus years,Female,Subarachnoid Haemorrhage,0,0,40.5866124275,0,0,0,NA,NA
2013,South Lanarkshire,75plus years,Female,TIAs and related syndromes,0,0,263.5979401,NA,NA,NA,NA,NA
2013,South Lanarkshire,75plus years,Male,Cerebrovascular Disease,NA,NA,2344.55975035,NA,NA,1015.27,NA,NA
2013,South Lanarkshire,75plus years,Male,Stroke,0,0,1747.1271235,NA,NA,581.99,NA,NA
2013,South Lanarkshire,75plus years,Male,Subarachnoid Haemorrhage,0,0,6.091617935,0,0,0,NA,NA
2013,South Lanarkshire,75plus years,Male,TIAs and related syndromes,0,0,255.42578065,NA,NA,NA,NA,NA
2013,Stirling,0-44 years,Female,Cerebrovascular Disease,0,0,2.5308400945,0,0,0,NA,NA
2013,Stirling,0-44 years,Female,Stroke,0,0,0,0,0,0,NA,NA
2013,Stirling,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2013,Stirling,0-44 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2013,Stirling,0-44 years,Male,Cerebrovascular Disease,NA,NA,46.56017686575,NA,NA,4.39,NA,NA
2013,Stirling,0-44 years,Male,Stroke,0,0,12.73711285075,NA,NA,4.39,NA,NA
2013,Stirling,0-44 years,Male,Subarachnoid Haemorrhage,0,0,8.34883832075,0,0,0,NA,NA
2013,Stirling,0-44 years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2013,Stirling,45-64 years,Female,Cerebrovascular Disease,NA,NA,136.702742865,NA,NA,16.1,NA,NA
2013,Stirling,45-64 years,Female,Stroke,0,0,48.47844703,NA,NA,8.36,NA,NA
2013,Stirling,45-64 years,Female,Subarachnoid Haemorrhage,0,0,3.867510152,NA,NA,7.74,NA,NA
2013,Stirling,45-64 years,Female,TIAs and related syndromes,0,0,32.684010375,NA,NA,NA,NA,NA
2013,Stirling,45-64 years,Male,Cerebrovascular Disease,NA,NA,277.1211794,NA,NA,77.39,NA,NA
2013,Stirling,45-64 years,Male,Stroke,NA,NA,154.14271300375,NA,NA,51.71,NA,NA
2013,Stirling,45-64 years,Male,Subarachnoid Haemorrhage,0,0,4.3722463255,NA,NA,8.74,NA,NA
2013,Stirling,45-64 years,Male,TIAs and related syndromes,0,0,36.9510899175,NA,NA,NA,NA,NA
2013,Stirling,65-74 years,Female,Cerebrovascular Disease,NA,NA,614.2586345,NA,NA,43.91,NA,NA
2013,Stirling,65-74 years,Female,Stroke,NA,NA,275.598896,NA,NA,43.91,NA,NA
2013,Stirling,65-74 years,Female,Subarachnoid Haemorrhage,0,0,38.30416993,0,0,0,NA,NA
2013,Stirling,65-74 years,Female,TIAs and related syndromes,0,0,146.674917,NA,NA,NA,NA,NA
2013,Stirling,65-74 years,Male,Cerebrovascular Disease,0,0,626.9012425999999,NA,NA,122.46,NA,NA
2013,Stirling,65-74 years,Male,Stroke,0,0,405.1995265,NA,NA,76.03,NA,NA
2013,Stirling,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,NA,NA,21.09,NA,NA
2013,Stirling,65-74 years,Male,TIAs and related syndromes,0,0,56.9737707425,NA,NA,NA,NA,NA
2013,Stirling,75plus years,Female,Cerebrovascular Disease,NA,NA,1573.02677447,NA,NA,1000.49,NA,NA
2013,Stirling,75plus years,Female,Stroke,0,0,920.968661675,NA,NA,592.16,NA,NA
2013,Stirling,75plus years,Female,Subarachnoid Haemorrhage,0,0,10.39068994,NA,NA,24.61,NA,NA
2013,Stirling,75plus years,Female,TIAs and related syndromes,NA,NA,337.681139045,NA,NA,NA,NA,NA
2013,Stirling,75plus years,Male,Cerebrovascular Disease,NA,NA,1985.97403644,NA,NA,1159.73,NA,NA
2013,Stirling,75plus years,Male,Stroke,NA,NA,1125.044561315,NA,NA,676.95,NA,NA
2013,Stirling,75plus years,Male,Subarachnoid Haemorrhage,0,0,15.95277977,0,0,0,NA,NA
2013,Stirling,75plus years,Male,TIAs and related syndromes,0,0,270.491938,NA,NA,NA,NA,NA
2013,West Dunbartonshire,0-44 years,Female,Cerebrovascular Disease,NA,NA,33.730943585,NA,NA,4.11,NA,NA
2013,West Dunbartonshire,0-44 years,Female,Stroke,NA,NA,11.81769505875,0,0,0,NA,NA
2013,West Dunbartonshire,0-44 years,Female,Subarachnoid Haemorrhage,NA,NA,7.98981858025,NA,NA,4.11,NA,NA
2013,West Dunbartonshire,0-44 years,Female,TIAs and related syndromes,0,0,7.9114818205,NA,NA,NA,NA,NA
2013,West Dunbartonshire,0-44 years,Male,Cerebrovascular Disease,0,0,30.068451625,NA,NA,4.79,NA,NA
2013,West Dunbartonshire,0-44 years,Male,Stroke,0,0,23.35420976,NA,NA,4.79,NA,NA
2013,West Dunbartonshire,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2013,West Dunbartonshire,0-44 years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2013,West Dunbartonshire,45-64 years,Female,Cerebrovascular Disease,NA,NA,247.22951398499998,NA,NA,23.45,NA,NA
2013,West Dunbartonshire,45-64 years,Female,Stroke,0,0,106.895410165,NA,NA,8.12,NA,NA
2013,West Dunbartonshire,45-64 years,Female,Subarachnoid Haemorrhage,0,0,42.13850565,NA,NA,15.33,NA,NA
2013,West Dunbartonshire,45-64 years,Female,TIAs and related syndromes,0,0,40.72150377,NA,NA,NA,NA,NA
2013,West Dunbartonshire,45-64 years,Male,Cerebrovascular Disease,NA,NA,352.209160695,NA,NA,23.67,NA,NA
2013,West Dunbartonshire,45-64 years,Male,Stroke,NA,NA,148.0367860025,NA,NA,7.8,NA,NA
2013,West Dunbartonshire,45-64 years,Male,Subarachnoid Haemorrhage,0,0,3.901786461,NA,NA,15.87,NA,NA
2013,West Dunbartonshire,45-64 years,Male,TIAs and related syndromes,NA,NA,70.00449163875001,NA,NA,NA,NA,NA
2013,West Dunbartonshire,65-74 years,Female,Cerebrovascular Disease,NA,NA,877.6650470075,NA,NA,156.22,NA,NA
2013,West Dunbartonshire,65-74 years,Female,Stroke,0,0,353.277222075,NA,NA,90.53,NA,NA
2013,West Dunbartonshire,65-74 years,Female,Subarachnoid Haemorrhage,0,0,62.3698734075,NA,NA,45.27,NA,NA
2013,West Dunbartonshire,65-74 years,Female,TIAs and related syndromes,NA,NA,276.27423015749997,NA,NA,NA,NA,NA
2013,West Dunbartonshire,65-74 years,Male,Cerebrovascular Disease,NA,NA,704.3951160500001,NA,NA,177.68,NA,NA
2013,West Dunbartonshire,65-74 years,Male,Stroke,0,0,490.327258125,NA,NA,59.23,NA,NA
2013,West Dunbartonshire,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2013,West Dunbartonshire,65-74 years,Male,TIAs and related syndromes,NA,NA,114.2265712025,NA,NA,NA,NA,NA
2013,West Dunbartonshire,75plus years,Female,Cerebrovascular Disease,NA,NA,2355.747260525,NA,NA,1295.41,NA,NA
2013,West Dunbartonshire,75plus years,Female,Stroke,NA,NA,1548.47918827,NA,NA,731.89,NA,NA
2013,West Dunbartonshire,75plus years,Female,Subarachnoid Haemorrhage,0,0,84.82400409,0,0,0,NA,NA
2013,West Dunbartonshire,75plus years,Female,TIAs and related syndromes,NA,NA,307.12306981,NA,NA,NA,NA,NA
2013,West Dunbartonshire,75plus years,Male,Cerebrovascular Disease,NA,NA,1728.83474405,NA,NA,1035.33,NA,NA
2013,West Dunbartonshire,75plus years,Male,Stroke,NA,NA,1030.5165189225,NA,NA,369.49,NA,NA
2013,West Dunbartonshire,75plus years,Male,Subarachnoid Haemorrhage,0,0,35.842293905,0,0,0,NA,NA
2013,West Dunbartonshire,75plus years,Male,TIAs and related syndromes,NA,NA,196.921099355,NA,NA,NA,NA,NA
2013,West Lothian,0-44 years,Female,Cerebrovascular Disease,NA,NA,12.031344635,NA,NA,1.78,NA,NA
2013,West Lothian,0-44 years,Female,Stroke,0,0,7.041304891,NA,NA,1.78,NA,NA
2013,West Lothian,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2013,West Lothian,0-44 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2013,West Lothian,0-44 years,Male,Cerebrovascular Disease,0,0,12.946619825,NA,NA,1.92,NA,NA
2013,West Lothian,0-44 years,Male,Stroke,0,0,10.07362271525,NA,NA,1.92,NA,NA
2013,West Lothian,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2013,West Lothian,0-44 years,Male,TIAs and related syndromes,0,0,0.9576657035,NA,NA,NA,NA,NA
2013,West Lothian,45-64 years,Female,Cerebrovascular Disease,NA,NA,281.89407294750004,NA,NA,24.31,NA,NA
2013,West Lothian,45-64 years,Female,Stroke,0,0,117.56328765500001,NA,NA,8.43,NA,NA
2013,West Lothian,45-64 years,Female,Subarachnoid Haemorrhage,0,0,70.8093241975,NA,NA,15.88,NA,NA
2013,West Lothian,45-64 years,Female,TIAs and related syndromes,0,0,16.8498219705,NA,NA,NA,NA,NA
2013,West Lothian,45-64 years,Male,Cerebrovascular Disease,NA,NA,210.6614762095,NA,NA,23.81,NA,NA
2013,West Lothian,45-64 years,Male,Stroke,0,0,118.7128837625,NA,NA,19.14,NA,NA
2013,West Lothian,45-64 years,Male,Subarachnoid Haemorrhage,NA,NA,40.664066237,NA,NA,4.67,NA,NA
2013,West Lothian,45-64 years,Male,TIAs and related syndromes,0,0,24.5474651,NA,NA,NA,NA,NA
2013,West Lothian,65-74 years,Female,Cerebrovascular Disease,NA,NA,325.68228445,NA,NA,76.91,NA,NA
2013,West Lothian,65-74 years,Female,Stroke,0,0,155.21992995,NA,NA,26.33,NA,NA
2013,West Lothian,65-74 years,Female,Subarachnoid Haemorrhage,0,0,19.748015325,NA,NA,13.17,NA,NA
2013,West Lothian,65-74 years,Female,TIAs and related syndromes,NA,NA,88.0032429,NA,NA,NA,NA,NA
2013,West Lothian,65-74 years,Male,Cerebrovascular Disease,NA,NA,1022.317101945,NA,NA,126.16,NA,NA
2013,West Lothian,65-74 years,Male,Stroke,NA,NA,808.113232625,NA,NA,51.09,NA,NA
2013,West Lothian,65-74 years,Male,Subarachnoid Haemorrhage,0,0,52.8932614,0,0,0,NA,NA
2013,West Lothian,65-74 years,Male,TIAs and related syndromes,0,0,76.87721395,NA,NA,NA,NA,NA
2013,West Lothian,75plus years,Female,Cerebrovascular Disease,NA,NA,1813.1908874675,NA,NA,758.59,NA,NA
2013,West Lothian,75plus years,Female,Stroke,0,0,1375.554477475,NA,NA,345.2,NA,NA
2013,West Lothian,75plus years,Female,Subarachnoid Haemorrhage,0,0,47.75615709,0,0,0,NA,NA
2013,West Lothian,75plus years,Female,TIAs and related syndromes,0,0,228.2746352,NA,NA,NA,NA,NA
2013,West Lothian,75plus years,Male,Cerebrovascular Disease,NA,NA,2124.0602651025,NA,NA,720.82,NA,NA
2013,West Lothian,75plus years,Male,Stroke,0,0,1753.378071,NA,NA,385.28,NA,NA
2013,West Lothian,75plus years,Male,Subarachnoid Haemorrhage,0,0,77.65353213750001,0,0,0,NA,NA
2013,West Lothian,75plus years,Male,TIAs and related syndromes,0,0,126.195651,NA,NA,NA,NA,NA
2014,Aberdeen City,0-44 years,Female,Cerebrovascular Disease,NA,NA,17.873550546249998,NA,NA,3.67,2.5,16.62
2014,Aberdeen City,0-44 years,Female,Stroke,0,0,1.82487397825,NA,NA,1.84,1,5.109999999999999
2014,Aberdeen City,0-44 years,Female,Subarachnoid Haemorrhage,0,0,13.85047378925,NA,NA,1.84,NA,NA
2014,Aberdeen City,0-44 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2014,Aberdeen City,0-44 years,Male,Cerebrovascular Disease,NA,NA,23.86044900975,NA,NA,3.54,2,10.763333333333334
2014,Aberdeen City,0-44 years,Male,Stroke,0,0,10.922610535,0,0,0,5,32.67
2014,Aberdeen City,0-44 years,Male,Subarachnoid Haemorrhage,0,0,7.6042163755,NA,NA,1.77,NA,NA
2014,Aberdeen City,0-44 years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2014,Aberdeen City,45-64 years,Female,Cerebrovascular Disease,NA,NA,160.92386311,NA,NA,11.7,8.5,61.41
2014,Aberdeen City,45-64 years,Female,Stroke,0,0,71.7014481,NA,NA,7.67,10,76.24000000000001
2014,Aberdeen City,45-64 years,Female,Subarachnoid Haemorrhage,0,0,40.007438782499996,NA,NA,4.03,NA,NA
2014,Aberdeen City,45-64 years,Female,TIAs and related syndromes,0,0,9.183540505,NA,NA,NA,NA,NA
2014,Aberdeen City,45-64 years,Male,Cerebrovascular Disease,NA,NA,181.0141349175,NA,NA,29.6,4,30.195
2014,Aberdeen City,45-64 years,Male,Stroke,0,0,125.57745265,NA,NA,14.57,18,134.815
2014,Aberdeen City,45-64 years,Male,Subarachnoid Haemorrhage,0,0,5.31940668,NA,NA,7.62,NA,NA
2014,Aberdeen City,45-64 years,Male,TIAs and related syndromes,0,0,22.17778577425,NA,NA,NA,NA,NA
2014,Aberdeen City,65-74 years,Female,Cerebrovascular Disease,NA,NA,397.1570283975,NA,NA,125.97,16.5,109.175
2014,Aberdeen City,65-74 years,Female,Stroke,0,0,229.312752525,NA,NA,62.05,72,432.63
2014,Aberdeen City,65-74 years,Female,Subarachnoid Haemorrhage,NA,NA,99.99901316249999,NA,NA,21.31,NA,NA
2014,Aberdeen City,65-74 years,Female,TIAs and related syndromes,0,0,10.653059645,NA,NA,NA,NA,NA
2014,Aberdeen City,65-74 years,Male,Cerebrovascular Disease,NA,NA,828.9803700325,NA,NA,92.17,15,115.70500000000001
2014,Aberdeen City,65-74 years,Male,Stroke,0,0,690.576053575,NA,NA,68.25,85,699.615
2014,Aberdeen City,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2014,Aberdeen City,65-74 years,Male,TIAs and related syndromes,0,0,58.0426270075,NA,NA,NA,NA,NA
2014,Aberdeen City,75plus years,Female,Cerebrovascular Disease,0,0,1198.13170975,NA,NA,810.44,10,171.24333333333334
2014,Aberdeen City,75plus years,Female,Stroke,0,0,981.07135765,NA,NA,455.52,65.33333333333333,1075.3933333333334
2014,Aberdeen City,75plus years,Female,Subarachnoid Haemorrhage,0,0,17.66004415,NA,NA,9.05,NA,NA
2014,Aberdeen City,75plus years,Female,TIAs and related syndromes,0,0,92.1043964575,NA,NA,NA,NA,NA
2014,Aberdeen City,75plus years,Male,Cerebrovascular Disease,NA,NA,1648.5394034375,NA,NA,825.38,12,302.14666666666665
2014,Aberdeen City,75plus years,Male,Stroke,0,0,1221.684652,NA,NA,458.75,44,1231.9466666666667
2014,Aberdeen City,75plus years,Male,Subarachnoid Haemorrhage,0,0,6.96883537,0,0,0,NA,NA
2014,Aberdeen City,75plus years,Male,TIAs and related syndromes,0,0,132.35021475,NA,NA,NA,NA,NA
2014,Aberdeenshire,0-44 years,Female,Cerebrovascular Disease,0,0,6.9259282405,NA,NA,1.32,1,4.52
2014,Aberdeenshire,0-44 years,Female,Stroke,0,0,4.342341211,0,0,0,2.5,14.35
2014,Aberdeenshire,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,NA,NA,1.32,NA,NA
2014,Aberdeenshire,0-44 years,Female,TIAs and related syndromes,0,0,0.7383779315,NA,NA,NA,NA,NA
2014,Aberdeenshire,0-44 years,Male,Cerebrovascular Disease,0,0,19.7629798575,NA,NA,2.94,4,22.5
2014,Aberdeenshire,0-44 years,Male,Stroke,0,0,11.62362573175,NA,NA,1.35,3.5,20.89
2014,Aberdeenshire,0-44 years,Male,Subarachnoid Haemorrhage,0,0,4.773399888,NA,NA,1.59,NA,NA
2014,Aberdeenshire,0-44 years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2014,Aberdeenshire,45-64 years,Female,Cerebrovascular Disease,NA,NA,164.11733312500002,NA,NA,8.23,8,44.1
2014,Aberdeenshire,45-64 years,Female,Stroke,0,0,69.19665455500001,NA,NA,2.74,11.5,61.06
2014,Aberdeenshire,45-64 years,Female,Subarachnoid Haemorrhage,NA,NA,35.17033219825,0,0,0,NA,NA
2014,Aberdeenshire,45-64 years,Female,TIAs and related syndromes,NA,NA,21.83292494,NA,NA,NA,NA,NA
2014,Aberdeenshire,45-64 years,Male,Cerebrovascular Disease,NA,NA,142.012465255,NA,NA,5.45,10.5,59.644999999999996
2014,Aberdeenshire,45-64 years,Male,Stroke,NA,NA,84.32848565925,NA,NA,2.79,16.5,91.315
2014,Aberdeenshire,45-64 years,Male,Subarachnoid Haemorrhage,NA,NA,30.0546427335,0,0,0,NA,NA
2014,Aberdeenshire,45-64 years,Male,TIAs and related syndromes,0,0,2.794558064,NA,NA,NA,NA,NA
2014,Aberdeenshire,65-74 years,Female,Cerebrovascular Disease,NA,NA,336.863006375,NA,NA,79.48,18,90.58500000000001
2014,Aberdeenshire,65-74 years,Female,Stroke,0,0,199.82864135,NA,NA,38.92,63,289.815
2014,Aberdeenshire,65-74 years,Female,Subarachnoid Haemorrhage,0,0,40.664829555,NA,NA,8.44,NA,NA
2014,Aberdeenshire,65-74 years,Female,TIAs and related syndromes,0,0,51.581716657499996,NA,NA,NA,NA,NA
2014,Aberdeenshire,65-74 years,Male,Cerebrovascular Disease,NA,NA,450.31225190749996,NA,NA,81.79,24.5,131.34
2014,Aberdeenshire,65-74 years,Male,Stroke,0,0,315.88279485,NA,NA,43.38,81,441.145
2014,Aberdeenshire,65-74 years,Male,Subarachnoid Haemorrhage,0,0,16.718036635,0,0,0,NA,NA
2014,Aberdeenshire,65-74 years,Male,TIAs and related syndromes,0,0,44.23819515,NA,NA,NA,NA,NA
2014,Aberdeenshire,75plus years,Female,Cerebrovascular Disease,0,0,1070.055994,NA,NA,900.68,10.666666666666666,149.83333333333334
2014,Aberdeenshire,75plus years,Female,Stroke,0,0,777.9551530250001,NA,NA,439.68,58.666666666666664,829.5133333333333
2014,Aberdeenshire,75plus years,Female,Subarachnoid Haemorrhage,0,0,24.67382262,NA,NA,17.39,NA,NA
2014,Aberdeenshire,75plus years,Female,TIAs and related syndromes,0,0,131.21586377,NA,NA,NA,NA,NA
2014,Aberdeenshire,75plus years,Male,Cerebrovascular Disease,NA,NA,1442.163660075,NA,NA,781.58,18,337.20666666666665
2014,Aberdeenshire,75plus years,Male,Stroke,NA,NA,1083.580518515,NA,NA,328.25,53.333333333333336,1002.4166666666666
2014,Aberdeenshire,75plus years,Male,Subarachnoid Haemorrhage,0,0,11.2313190325,NA,NA,13.25,NA,NA
2014,Aberdeenshire,75plus years,Male,TIAs and related syndromes,0,0,132.5544597875,NA,NA,NA,NA,NA
2014,Angus,0-44 years,Female,Cerebrovascular Disease,NA,NA,11.5153224295,0,0,0,1,13.97
2014,Angus,0-44 years,Female,Stroke,0,0,8.22523030575,0,0,0,4,55.87
2014,Angus,0-44 years,Female,Subarachnoid Haemorrhage,0,0,3.29009212275,0,0,0,NA,NA
2014,Angus,0-44 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2014,Angus,0-44 years,Male,Cerebrovascular Disease,0,0,27.968289677500003,0,0,0,1,15.03
2014,Angus,0-44 years,Male,Stroke,0,0,9.260358320249999,0,0,0,1.5,24.13
2014,Angus,0-44 years,Male,Subarachnoid Haemorrhage,0,0,14.379730035,0,0,0,NA,NA
2014,Angus,0-44 years,Male,TIAs and related syndromes,0,0,4.328201323,NA,NA,NA,NA,NA
2014,Angus,45-64 years,Female,Cerebrovascular Disease,NA,NA,201.47332201,NA,NA,11.64,7,83.345
2014,Angus,45-64 years,Female,Stroke,0,0,69.0535087,0,0,0,5,60.489999999999995
2014,Angus,45-64 years,Female,Subarachnoid Haemorrhage,0,0,60.39557729,NA,NA,5.94,NA,NA
2014,Angus,45-64 years,Female,TIAs and related syndromes,0,0,20.18975443,NA,NA,NA,NA,NA
2014,Angus,45-64 years,Male,Cerebrovascular Disease,NA,NA,266.591923399,NA,NA,17.92,5,60.885000000000005
2014,Angus,45-64 years,Male,Stroke,0,0,156.39945345,NA,NA,17.92,12.5,157.795
2014,Angus,45-64 years,Male,Subarachnoid Haemorrhage,0,0,49.164900115,0,0,0,NA,NA
2014,Angus,45-64 years,Male,TIAs and related syndromes,0,0,11.77021571,NA,NA,NA,NA,NA
2014,Angus,65-74 years,Female,Cerebrovascular Disease,NA,NA,448.9683041375,NA,NA,129.31,21,183.73
2014,Angus,65-74 years,Female,Stroke,0,0,233.33402315,NA,NA,67.3,53,435.28999999999996
2014,Angus,65-74 years,Female,Subarachnoid Haemorrhage,0,0,92.10450403749999,NA,NA,49.6,NA,NA
2014,Angus,65-74 years,Female,TIAs and related syndromes,0,0,56.226860207499996,NA,NA,NA,NA,NA
2014,Angus,65-74 years,Male,Cerebrovascular Disease,NA,NA,776.9557454175,NA,NA,26.79,9.5,94.985
2014,Angus,65-74 years,Male,Stroke,NA,NA,653.2890943925,NA,NA,26.79,60,638.44
2014,Angus,65-74 years,Male,Subarachnoid Haemorrhage,0,0,26.7933260275,0,0,0,NA,NA
2014,Angus,65-74 years,Male,TIAs and related syndromes,0,0,56.6833360025,NA,NA,NA,NA,NA
2014,Angus,75plus years,Female,Cerebrovascular Disease,0,0,1349.06200925,NA,NA,769.59,13.333333333333334,332.3933333333333
2014,Angus,75plus years,Female,Stroke,0,0,980.887448,NA,NA,490.59,45.333333333333336,1028.2866666666666
2014,Angus,75plus years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2014,Angus,75plus years,Female,TIAs and related syndromes,0,0,140.5346374,NA,NA,NA,NA,NA
2014,Angus,75plus years,Male,Cerebrovascular Disease,0,0,1612.7348835,NA,NA,780.93,7.333333333333333,225
2014,Angus,75plus years,Male,Stroke,0,0,1263.464523475,NA,NA,295.26,29.333333333333332,1088.0433333333333
2014,Angus,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2014,Angus,75plus years,Male,TIAs and related syndromes,0,0,144.17049415,NA,NA,NA,NA,NA
2014,Argyll & Bute,0-44 years,Female,Cerebrovascular Disease,0,0,0,0,0,0,NA,NA
2014,Argyll & Bute,0-44 years,Female,Stroke,0,0,0,0,0,0,NA,NA
2014,Argyll & Bute,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2014,Argyll & Bute,0-44 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2014,Argyll & Bute,0-44 years,Male,Cerebrovascular Disease,NA,NA,28.156233360250003,0,0,0,3,54.73
2014,Argyll & Bute,0-44 years,Male,Stroke,0,0,15.17911354,0,0,0,2,43.62
2014,Argyll & Bute,0-44 years,Male,Subarachnoid Haemorrhage,0,0,5.5616227802500005,0,0,0,NA,NA
2014,Argyll & Bute,0-44 years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2014,Argyll & Bute,45-64 years,Female,Cerebrovascular Disease,NA,NA,220.3736546,NA,NA,7.4,7,105.72
2014,Argyll & Bute,45-64 years,Female,Stroke,NA,NA,95.1407425475,NA,NA,7.4,6,90.13
2014,Argyll & Bute,45-64 years,Female,Subarachnoid Haemorrhage,0,0,118.070245685,0,0,0,NA,NA
2014,Argyll & Bute,45-64 years,Female,TIAs and related syndromes,0,0,7.16266639,NA,NA,NA,NA,NA
2014,Argyll & Bute,45-64 years,Male,Cerebrovascular Disease,NA,NA,204.415135255,NA,NA,29.81,1.5,23.5
2014,Argyll & Bute,45-64 years,Male,Stroke,NA,NA,163.056843205,NA,NA,22.45,10.5,165.54000000000002
2014,Argyll & Bute,45-64 years,Male,Subarachnoid Haemorrhage,0,0,3.6767634675,NA,NA,7.35,NA,NA
2014,Argyll & Bute,45-64 years,Male,TIAs and related syndromes,0,0,33.578531645,NA,NA,NA,NA,NA
2014,Argyll & Bute,65-74 years,Female,Cerebrovascular Disease,NA,NA,468.4908603175,NA,NA,35.7,12,141.73000000000002
2014,Argyll & Bute,65-74 years,Female,Stroke,0,0,240.10343202500002,NA,NA,17.85,45.5,446.03
2014,Argyll & Bute,65-74 years,Female,Subarachnoid Haemorrhage,0,0,25.37638092,NA,NA,17.85,NA,NA
2014,Argyll & Bute,65-74 years,Female,TIAs and related syndromes,NA,NA,78.921037155,NA,NA,NA,NA,NA
2014,Argyll & Bute,65-74 years,Male,Cerebrovascular Disease,NA,NA,684.6300160225,NA,NA,66.59,11,132.39499999999998
