FinancialYear,HBR,HBRQF,AdmissionType,AdmissionTypeQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDischarges,NumberOfDischargesQF,CrudeRate,CrudeRateQF,EASR
2013/14,S08000019,,Transfer,,65-74 years,,Female,,Cerebrovascular Disease,84,,531.5110099,,551.5303683
2013/14,S08000019,,Transfer,,65-74 years,,Female,,Stroke,47,,297.393065,,308.58353
2013/14,S08000019,,Transfer,,65-74 years,,Female,,Subarachnoid Haemorrhage,9,,56.9476082,,57.88899799
2013/14,S08000019,,Transfer,,65-74 years,,Female,,TIAs and related syndromes,13,,82.25765629,,85.23662046
2013/14,S08000019,,Transfer,,under75 years,d,All,d,Cerebrovascular Disease,461,,166.5113524,,175.2400581
2013/14,S08000019,,Transfer,,under75 years,d,All,d,Stroke,252,,91.02139003,,97.15122261
2013/14,S08000019,,Transfer,,under75 years,d,All,d,Subarachnoid Haemorrhage,46,,16.61501564,,16.63968784
2013/14,S08000019,,Transfer,,under75 years,d,All,d,TIAs and related syndromes,52,,18.78219159,,19.63110072
2013/14,S08000019,,Transfer,,under75 years,d,Male,,Cerebrovascular Disease,269,,196.9714721,,211.4589354
2013/14,S08000019,,Transfer,,under75 years,d,Male,,Stroke,162,,118.6222248,,128.350489
2013/14,S08000019,,Transfer,,under75 years,d,Male,,Subarachnoid Haemorrhage,21,,15.37695507,,15.81715174
2013/14,S08000019,,Transfer,,under75 years,d,Male,,TIAs and related syndromes,28,,20.50260676,,21.73916912
2013/14,S08000019,,Transfer,,under75 years,d,Female,,Cerebrovascular Disease,192,,136.8593627,,139.0211808
2013/14,S08000019,,Transfer,,under75 years,d,Female,,Stroke,90,,64.15282629,,65.95195623
2013/14,S08000019,,Transfer,,under75 years,d,Female,,Subarachnoid Haemorrhage,25,,17.82022952,,17.46222395
2013/14,S08000019,,Transfer,,under75 years,d,Female,,TIAs and related syndromes,24,,17.10742034,,17.52303232
2013/14,S08000019,,Transfer,,75plus years,,All,d,Cerebrovascular Disease,416,,1823.601613,,1815.542668
2013/14,S08000019,,Transfer,,75plus years,,All,d,Stroke,264,,1157.285639,,1161.867265
2013/14,S08000019,,Transfer,,75plus years,,All,d,Subarachnoid Haemorrhage,4,,17.5346309,,17.0642457
2013/14,S08000019,,Transfer,,75plus years,,All,d,TIAs and related syndromes,46,,201.6482553,,203.1828247
2013/14,S08000019,,Transfer,,75plus years,,Male,,Cerebrovascular Disease,154,,1669.738697,,1734.787048
2013/14,S08000019,,Transfer,,75plus years,,Male,,Stroke,95,,1030.033612,,1098.652124
2013/14,S08000019,,Transfer,,75plus years,,Male,,Subarachnoid Haemorrhage,2,,21.68491814,,19.41229283
2013/14,S08000019,,Transfer,,75plus years,,Male,,TIAs and related syndromes,16,,173.4793451,,187.7243978
2013/14,S08000019,,Transfer,,75plus years,,Female,,Cerebrovascular Disease,262,,1928.030024,,1896.298288
2013/14,S08000019,,Transfer,,75plus years,,Female,,Stroke,169,,1243.652955,,1225.082405
2013/14,S08000019,,Transfer,,75plus years,,Female,,Subarachnoid Haemorrhage,2,,14.71778644,,14.71619856
2013/14,S08000019,,Transfer,,75plus years,,Female,,TIAs and related syndromes,30,,220.7667967,,218.6412517
2013/14,S08000020,,All,d,All,d,All,d,Cerebrovascular Disease,2252,,388.8121547,,451.3416654
2013/14,S08000020,,All,d,All,d,All,d,Stroke,1504,,259.6685083,,301.6295483
2013/14,S08000020,,All,d,All,d,All,d,Subarachnoid Haemorrhage,163,,28.14226519,,29.78031901
2013/14,S08000020,,All,d,All,d,All,d,TIAs and related syndromes,216,,37.29281768,,43.48075128
2013/14,S08000020,,All,d,All,d,Male,,Cerebrovascular Disease,1163,,404.9654404,,521.423513
2013/14,S08000020,,All,d,All,d,Male,,Stroke,771,,268.4680607,,347.5768318
2013/14,S08000020,,All,d,All,d,Male,,Subarachnoid Haemorrhage,42,,14.62471926,,16.61617826
2013/14,S08000020,,All,d,All,d,Male,,TIAs and related syndromes,124,,43.17774257,,54.70195895
2013/14,S08000020,,All,d,All,d,Female,,Cerebrovascular Disease,1089,,372.9260483,,381.2598178
2013/14,S08000020,,All,d,All,d,Female,,Stroke,733,,251.0145027,,255.6822648
2013/14,S08000020,,All,d,All,d,Female,,Subarachnoid Haemorrhage,121,,41.43622759,,42.94445976
2013/14,S08000020,,All,d,All,d,Female,,TIAs and related syndromes,92,,31.5052309,,32.2595436
2013/14,S08000020,,All,d,0-44 years,,All,d,Cerebrovascular Disease,98,,29.99703091,,30.88385615
2013/14,S08000020,,All,d,0-44 years,,All,d,Stroke,43,,13.16196254,,13.45299502
2013/14,S08000020,,All,d,0-44 years,,All,d,Subarachnoid Haemorrhage,34,,10.40713317,,10.99814774
2013/14,S08000020,,All,d,0-44 years,,All,d,TIAs and related syndromes,2,,0.612184304,,0.628163426
2013/14,S08000020,,All,d,0-44 years,,Male,,Cerebrovascular Disease,50,,30.10524795,,30.90413996
2013/14,S08000020,,All,d,0-44 years,,Male,,Stroke,31,,18.66525373,,19.25864344
2013/14,S08000020,,All,d,0-44 years,,Male,,Subarachnoid Haemorrhage,13,,7.827364466,,8.156348966
2013/14,S08000020,,All,d,0-44 years,,Male,,TIAs and related syndromes,1,,0.602104959,,0.631846508
2013/14,S08000020,,All,d,0-44 years,,Female,,Cerebrovascular Disease,48,,29.88512904,,30.86357234
2013/14,S08000020,,All,d,0-44 years,,Female,,Stroke,12,,7.471282259,,7.647346594
2013/14,S08000020,,All,d,0-44 years,,Female,,Subarachnoid Haemorrhage,21,,13.07474395,,13.83994651
2013/14,S08000020,,All,d,0-44 years,,Female,,TIAs and related syndromes,1,,0.622606855,,0.624480343
2013/14,S08000020,,All,d,45-64 years,,All,d,Cerebrovascular Disease,466,,298.871216,,302.254729
2013/14,S08000020,,All,d,45-64 years,,All,d,Stroke,269,,172.5243715,,174.0353949
2013/14,S08000020,,All,d,45-64 years,,All,d,Subarachnoid Haemorrhage,68,,43.61210877,,44.18579812
2013/14,S08000020,,All,d,45-64 years,,All,d,TIAs and related syndromes,32,,20.52334531,,20.71668963
2013/14,S08000020,,All,d,45-64 years,,Male,,Cerebrovascular Disease,259,,332.8278804,,337.0442958
2013/14,S08000020,,All,d,45-64 years,,Male,,Stroke,168,,215.8883549,,218.6637608
2013/14,S08000020,,All,d,45-64 years,,Male,,Subarachnoid Haemorrhage,12,,15.42059678,,15.58583948
2013/14,S08000020,,All,d,45-64 years,,Male,,TIAs and related syndromes,27,,34.69634275,,34.8449499
2013/14,S08000020,,All,d,45-64 years,,Female,,Cerebrovascular Disease,207,,265.0380272,,267.4651622
2013/14,S08000020,,All,d,45-64 years,,Female,,Stroke,101,,129.3180712,,129.407029
2013/14,S08000020,,All,d,45-64 years,,Female,,Subarachnoid Haemorrhage,56,,71.70110881,,72.78575676
2013/14,S08000020,,All,d,45-64 years,,Female,,TIAs and related syndromes,5,,6.401884715,,6.588429366
2013/14,S08000020,,All,d,65-74 years,,All,d,Cerebrovascular Disease,493,,924.9357423,,958.7459904
2013/14,S08000020,,All,d,65-74 years,,All,d,Stroke,325,,609.7446577,,630.4829236
2013/14,S08000020,,All,d,65-74 years,,All,d,Subarachnoid Haemorrhage,32,,60.03639707,,58.16437142
2013/14,S08000020,,All,d,65-74 years,,All,d,TIAs and related syndromes,52,,97.55914523,,104.1950631
2013/14,S08000020,,All,d,65-74 years,,Male,,Cerebrovascular Disease,334,,1301.586064,,1329.008364
2013/14,S08000020,,All,d,65-74 years,,Male,,Stroke,221,,861.2291025,,878.1801566
2013/14,S08000020,,All,d,65-74 years,,Male,,Subarachnoid Haemorrhage,9,,35.07267838,,31.30127956
2013/14,S08000020,,All,d,65-74 years,,Male,,TIAs and related syndromes,37,,144.1876778,,152.0152279
2013/14,S08000020,,All,d,65-74 years,,Female,,Cerebrovascular Disease,159,,575.2532562,,588.4836169
2013/14,S08000020,,All,d,65-74 years,,Female,,Stroke,104,,376.2662808,,382.7856907
2013/14,S08000020,,All,d,65-74 years,,Female,,Subarachnoid Haemorrhage,23,,83.21273517,,85.02746329
2013/14,S08000020,,All,d,65-74 years,,Female,,TIAs and related syndromes,15,,54.26917511,,56.3748982
2013/14,S08000020,,All,d,under75 years,d,All,d,Cerebrovascular Disease,1057,,197.23093,,216.9704555
2013/14,S08000020,,All,d,under75 years,d,All,d,Stroke,637,,118.861024,,131.4117626
2013/14,S08000020,,All,d,under75 years,d,All,d,Subarachnoid Haemorrhage,134,,25.0037319,,26.10493987
2013/14,S08000020,,All,d,under75 years,d,All,d,TIAs and related syndromes,86,,16.04717122,,18.42814574
2013/14,S08000020,,All,d,under75 years,d,Male,,Cerebrovascular Disease,643,,238.5342202,,269.8361013
2013/14,S08000020,,All,d,under75 years,d,Male,,Stroke,420,,155.8077333,,176.4334951
2013/14,S08000020,,All,d,under75 years,d,Male,,Subarachnoid Haemorrhage,34,,12.61300698,,12.99045083
2013/14,S08000020,,All,d,under75 years,d,Male,,TIAs and related syndromes,65,,24.11310158,,28.06231623
2013/14,S08000020,,All,d,under75 years,d,Female,,Cerebrovascular Disease,414,,155.4304937,,164.1048097
2013/14,S08000020,,All,d,under75 years,d,Female,,Stroke,217,,81.46960658,,86.39003006
2013/14,S08000020,,All,d,under75 years,d,Female,,Subarachnoid Haemorrhage,100,,37.5435975,,39.2194289
2013/14,S08000020,,All,d,under75 years,d,Female,,TIAs and related syndromes,21,,7.884155476,,8.793975251
2013/14,S08000020,,All,d,75plus years,,All,d,Cerebrovascular Disease,1195,,2761.090573,,2821.09501
2013/14,S08000020,,All,d,75plus years,,All,d,Stroke,867,,2003.23475,,2022.720493
2013/14,S08000020,,All,d,75plus years,,All,d,Subarachnoid Haemorrhage,29,,67.00554529,,66.94248588
2013/14,S08000020,,All,d,75plus years,,All,d,TIAs and related syndromes,130,,300.3696858,,296.7904295
2013/14,S08000020,,All,d,75plus years,,Male,,Cerebrovascular Disease,520,,2950.856883,,3065.251787
2013/14,S08000020,,All,d,75plus years,,Male,,Stroke,351,,1991.828396,,2078.026125
2013/14,S08000020,,All,d,75plus years,,Male,,Subarachnoid Haemorrhage,8,,45.39779821,,53.27631113
2013/14,S08000020,,All,d,75plus years,,Male,,TIAs and related syndromes,59,,334.8087618,,324.0583464
2013/14,S08000020,,All,d,75plus years,,Female,,Cerebrovascular Disease,675,,2630.758438,,2576.938233
2013/14,S08000020,,All,d,75plus years,,Female,,Stroke,516,,2011.068673,,1967.414861
2013/14,S08000020,,All,d,75plus years,,Female,,Subarachnoid Haemorrhage,21,,81.84581807,,80.60866063
2013/14,S08000020,,All,d,75plus years,,Female,,TIAs and related syndromes,71,,276.7168135,,269.5225125
2013/14,S08000020,,Elective,,All,d,All,d,Cerebrovascular Disease,52,,8.977900552,,9.756781591
2013/14,S08000020,,Elective,,All,d,All,d,Stroke,6,,1.035911602,,1.038707091
2013/14,S08000020,,Elective,,All,d,All,d,Subarachnoid Haemorrhage,2,,0.345303867,,0.345200516
2013/14,S08000020,,Elective,,All,d,All,d,TIAs and related syndromes,6,,1.035911602,,1.185741712
2013/14,S08000020,,Elective,,All,d,Male,,Cerebrovascular Disease,35,,12.18726605,,13.64667679
2013/14,S08000020,,Elective,,All,d,Male,,Stroke,5,,1.741038007,,1.754357139
2013/14,S08000020,,Elective,,All,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013/14,S08000020,,Elective,,All,d,Male,,TIAs and related syndromes,5,,1.741038007,,2.019639173
2013/14,S08000020,,Elective,,All,d,Female,,Cerebrovascular Disease,17,,5.821618752,,5.866886389
2013/14,S08000020,,Elective,,All,d,Female,,Stroke,1,,0.342448162,,0.323057043
2013/14,S08000020,,Elective,,All,d,Female,,Subarachnoid Haemorrhage,2,,0.684896324,,0.690401031
2013/14,S08000020,,Elective,,All,d,Female,,TIAs and related syndromes,1,,0.342448162,,0.35184425
2013/14,S08000020,,Elective,,0-44 years,,All,d,Cerebrovascular Disease,4,,1.224368608,,1.247037724
2013/14,S08000020,,Elective,,0-44 years,,All,d,Stroke,2,,0.612184304,,0.657872703
2013/14,S08000020,,Elective,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2013/14,S08000020,,Elective,,0-44 years,,All,d,TIAs and related syndromes,0,,0,,0
2013/14,S08000020,,Elective,,0-44 years,,Male,,Cerebrovascular Disease,3,,1.806314877,,1.869595104
2013/14,S08000020,,Elective,,0-44 years,,Male,,Stroke,2,,1.204209918,,1.315745406
2013/14,S08000020,,Elective,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013/14,S08000020,,Elective,,0-44 years,,Male,,TIAs and related syndromes,0,,0,,0
2013/14,S08000020,,Elective,,0-44 years,,Female,,Cerebrovascular Disease,1,,0.622606855,,0.624480343
2013/14,S08000020,,Elective,,0-44 years,,Female,,Stroke,0,,0,,0
2013/14,S08000020,,Elective,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013/14,S08000020,,Elective,,0-44 years,,Female,,TIAs and related syndromes,0,,0,,0
2013/14,S08000020,,Elective,,45-64 years,,All,d,Cerebrovascular Disease,32,,20.52334531,,20.71761226
2013/14,S08000020,,Elective,,45-64 years,,All,d,Stroke,4,,2.565418163,,2.579078609
2013/14,S08000020,,Elective,,45-64 years,,All,d,Subarachnoid Haemorrhage,2,,1.282709082,,1.302643455
2013/14,S08000020,,Elective,,45-64 years,,All,d,TIAs and related syndromes,2,,1.282709082,,1.312033755
2013/14,S08000020,,Elective,,45-64 years,,Male,,Cerebrovascular Disease,17,,21.84584543,,22.06943553
2013/14,S08000020,,Elective,,45-64 years,,Male,,Stroke,3,,3.855149194,,3.939074039
2013/14,S08000020,,Elective,,45-64 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013/14,S08000020,,Elective,,45-64 years,,Male,,TIAs and related syndromes,1,,1.285049731,,1.296353358
2013/14,S08000020,,Elective,,45-64 years,,Female,,Cerebrovascular Disease,15,,19.20565414,,19.36578899
2013/14,S08000020,,Elective,,45-64 years,,Female,,Stroke,1,,1.280376943,,1.21908318
2013/14,S08000020,,Elective,,45-64 years,,Female,,Subarachnoid Haemorrhage,2,,2.560753886,,2.60528691
2013/14,S08000020,,Elective,,45-64 years,,Female,,TIAs and related syndromes,1,,1.280376943,,1.327714152
2013/14,S08000020,,Elective,,65-74 years,,All,d,Cerebrovascular Disease,8,,15.00909927,,16.44778738
2013/14,S08000020,,Elective,,65-74 years,,All,d,Stroke,0,,0,,0
2013/14,S08000020,,Elective,,65-74 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2013/14,S08000020,,Elective,,65-74 years,,All,d,TIAs and related syndromes,2,,3.752274817,,3.477919951
2013/14,S08000020,,Elective,,65-74 years,,Male,,Cerebrovascular Disease,8,,31.17571412,,32.89557477
2013/14,S08000020,,Elective,,65-74 years,,Male,,Stroke,0,,0,,0
2013/14,S08000020,,Elective,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013/14,S08000020,,Elective,,65-74 years,,Male,,TIAs and related syndromes,2,,7.79392853,,6.955839902
2013/14,S08000020,,Elective,,65-74 years,,Female,,Cerebrovascular Disease,0,,0,,0
2013/14,S08000020,,Elective,,65-74 years,,Female,,Stroke,0,,0,,0
2013/14,S08000020,,Elective,,65-74 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013/14,S08000020,,Elective,,65-74 years,,Female,,TIAs and related syndromes,0,,0,,0
2013/14,S08000020,,Elective,,under75 years,d,All,d,Cerebrovascular Disease,44,,8.210180624,,8.670972851
2013/14,S08000020,,Elective,,under75 years,d,All,d,Stroke,6,,1.119570085,,1.141436364
2013/14,S08000020,,Elective,,under75 years,d,All,d,Subarachnoid Haemorrhage,2,,0.373190028,,0.379341226
2013/14,S08000020,,Elective,,under75 years,d,All,d,TIAs and related syndromes,4,,0.746380057,,0.78337422
2013/14,S08000020,,Elective,,under75 years,d,Male,,Cerebrovascular Disease,28,,10.38718222,,11.33188695
2013/14,S08000020,,Elective,,under75 years,d,Male,,Stroke,5,,1.854853967,,1.927864988
2013/14,S08000020,,Elective,,under75 years,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013/14,S08000020,,Elective,,under75 years,d,Male,,TIAs and related syndromes,3,,1.11291238,,1.180106406
2013/14,S08000020,,Elective,,under75 years,d,Female,,Cerebrovascular Disease,16,,6.0069756,,6.010058755
2013/14,S08000020,,Elective,,under75 years,d,Female,,Stroke,1,,0.375435975,,0.355007739
2013/14,S08000020,,Elective,,under75 years,d,Female,,Subarachnoid Haemorrhage,2,,0.75087195,,0.758682452
2013/14,S08000020,,Elective,,under75 years,d,Female,,TIAs and related syndromes,1,,0.375435975,,0.386642033
2013/14,S08000020,,Elective,,75plus years,,All,d,Cerebrovascular Disease,8,,18.48428835,,20.73551441
2013/14,S08000020,,Elective,,75plus years,,All,d,Stroke,0,,0,,0
2013/14,S08000020,,Elective,,75plus years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2013/14,S08000020,,Elective,,75plus years,,All,d,TIAs and related syndromes,2,,4.621072089,,5.254124129
2013/14,S08000020,,Elective,,75plus years,,Male,,Cerebrovascular Disease,7,,39.72307343,,37.05177413
2013/14,S08000020,,Elective,,75plus years,,Male,,Stroke,0,,0,,0
2013/14,S08000020,,Elective,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2013/14,S08000020,,Elective,,75plus years,,Male,,TIAs and related syndromes,2,,11.34944955,,10.50824826
2013/14,S08000020,,Elective,,75plus years,,Female,,Cerebrovascular Disease,1,,3.897419908,,4.419254693
2013/14,S08000020,,Elective,,75plus years,,Female,,Stroke,0,,0,,0
2013/14,S08000020,,Elective,,75plus years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2013/14,S08000020,,Elective,,75plus years,,Female,,TIAs and related syndromes,0,,0,,0
2013/14,S08000020,,Emergency,,All,d,All,d,Cerebrovascular Disease,974,,168.1629834,,195.4976319
2013/14,S08000020,,Emergency,,All,d,All,d,Stroke,634,,109.461326,,127.113199
2013/14,S08000020,,Emergency,,All,d,All,d,Subarachnoid Haemorrhage,63,,10.87707182,,11.24230675
2013/14,S08000020,,Emergency,,All,d,All,d,TIAs and related syndromes,151,,26.07044199,,30.6340763
2013/14,S08000020,,Emergency,,All,d,Male,,Cerebrovascular Disease,484,,168.5324791,,219.4773497
2013/14,S08000020,,Emergency,,All,d,Male,,Stroke,311,,108.292564,,142.0591311
2013/14,S08000020,,Emergency,,All,d,Male,,Subarachnoid Haemorrhage,16,,5.571321622,,5.918523082
2013/14,S08000020,,Emergency,,All,d,Male,,TIAs and related syndromes,82,,28.55302331,,36.62635292
2013/14,S08000020,,Emergency,,All,d,Female,,Cerebrovascular Disease,490,,167.7995993,,171.5179141
2013/14,S08000020,,Emergency,,All,d,Female,,Stroke,323,,110.6107563,,112.167267
2013/14,S08000020,,Emergency,,All,d,Female,,Subarachnoid Haemorrhage,47,,16.09506361,,16.56609042
2013/14,S08000020,,Emergency,,All,d,Female,,TIAs and related syndromes,69,,23.62892317,,24.64179969
2013/14,S08000020,,Emergency,,0-44 years,,All,d,Cerebrovascular Disease,41,,12.54977824,,12.96584496
2013/14,S08000020,,Emergency,,0-44 years,,All,d,Stroke,16,,4.897474434,,5.039280708
2013/14,S08000020,,Emergency,,0-44 years,,All,d,Subarachnoid Haemorrhage,14,,4.285290129,,4.496043356
2013/14,S08000020,,Emergency,,0-44 years,,All,d,TIAs and related syndromes,2,,0.612184304,,0.628163426
2013/14,S08000020,,Emergency,,0-44 years,,Male,,Cerebrovascular Disease,19,,11.43999422,,11.76204005
2013/14,S08000020,,Emergency,,0-44 years,,Male,,Stroke,10,,6.021049589,,6.216216638
2013/14,S08000020,,Emergency,,0-44 years,,Male,,Subarachnoid Haemorrhage,5,,3.010524795,,3.164375252
2013/14,S08000020,,Emergency,,0-44 years,,Male,,TIAs and related syndromes,1,,0.602104959,,0.631846508
2013/14,S08000020,,Emergency,,0-44 years,,Female,,Cerebrovascular Disease,22,,13.69735081,,14.16964987
2013/14,S08000020,,Emergency,,0-44 years,,Female,,Stroke,6,,3.735641129,,3.862344778
2013/14,S08000020,,Emergency,,0-44 years,,Female,,Subarachnoid Haemorrhage,9,,5.603461694,,5.82771146
2013/14,S08000020,,Emergency,,0-44 years,,Female,,TIAs and related syndromes,1,,0.622606855,,0.624480343
2013/14,S08000020,,Emergency,,45-64 years,,All,d,Cerebrovascular Disease,183,,117.367881,,118.5663969
2013/14,S08000020,,Emergency,,45-64 years,,All,d,Stroke,114,,73.11441765,,73.79484115
2013/14,S08000020,,Emergency,,45-64 years,,All,d,Subarachnoid Haemorrhage,25,,16.03386352,,16.25330162
2013/14,S08000020,,Emergency,,45-64 years,,All,d,TIAs and related syndromes,21,,13.46844536,,13.60186718
2013/14,S08000020,,Emergency,,45-64 years,,Male,,Cerebrovascular Disease,101,,129.7900229,,131.2788329
2013/14,S08000020,,Emergency,,45-64 years,,Male,,Stroke,66,,84.81328227,,85.82829736
2013/14,S08000020,,Emergency,,45-64 years,,Male,,Subarachnoid Haemorrhage,5,,6.425248657,,6.526677059
2013/14,S08000020,,Emergency,,45-64 years,,Male,,TIAs and related syndromes,17,,21.84584543,,21.94301915
2013/14,S08000020,,Emergency,,45-64 years,,Female,,Cerebrovascular Disease,82,,104.9909093,,105.8539609
2013/14,S08000020,,Emergency,,45-64 years,,Female,,Stroke,48,,61.45809326,,61.76138493
2013/14,S08000020,,Emergency,,45-64 years,,Female,,Subarachnoid Haemorrhage,20,,25.60753886,,25.97992618
2013/14,S08000020,,Emergency,,45-64 years,,Female,,TIAs and related syndromes,4,,5.121507772,,5.260715214
2013/14,S08000020,,Emergency,,65-74 years,,All,d,Cerebrovascular Disease,214,,401.4934054,,413.2537959
2013/14,S08000020,,Emergency,,65-74 years,,All,d,Stroke,134,,251.4024127,,259.7676676
2013/14,S08000020,,Emergency,,65-74 years,,All,d,Subarachnoid Haemorrhage,14,,26.26592372,,24.93944562
2013/14,S08000020,,Emergency,,65-74 years,,All,d,TIAs and related syndromes,37,,69.41708411,,73.30446311
2013/14,S08000020,,Emergency,,65-74 years,,Male,,Cerebrovascular Disease,135,,526.0901758,,535.4579905
2013/14,S08000020,,Emergency,,65-74 years,,Male,,Stroke,88,,342.9328553,,350.6924491
2013/14,S08000020,,Emergency,,65-74 years,,Male,,Subarachnoid Haemorrhage,4,,15.58785706,,13.9116798
2013/14,S08000020,,Emergency,,65-74 years,,Male,,TIAs and related syndromes,23,,89.63017809,,94.19436132
2013/14,S08000020,,Emergency,,65-74 years,,Female,,Cerebrovascular Disease,79,,285.8176556,,291.0496013
2013/14,S08000020,,Emergency,,65-74 years,,Female,,Stroke,46,,166.4254703,,168.842886
2013/14,S08000020,,Emergency,,65-74 years,,Female,,Subarachnoid Haemorrhage,10,,36.17945007,,35.96721143
2013/14,S08000020,,Emergency,,65-74 years,,Female,,TIAs and related syndromes,14,,50.6512301,,52.4145649
2013/14,S08000020,,Emergency,,under75 years,d,All,d,Cerebrovascular Disease,438,,81.72861621,,89.9047253
2013/14,S08000020,,Emergency,,under75 years,d,All,d,Stroke,264,,49.26108374,,54.4532413
2013/14,S08000020,,Emergency,,under75 years,d,All,d,Subarachnoid Haemorrhage,53,,9.889535752,,10.27871443
2013/14,S08000020,,Emergency,,under75 years,d,All,d,TIAs and related syndromes,60,,11.19570085,,12.7919469
2013/14,S08000020,,Emergency,,under75 years,d,Male,,Cerebrovascular Disease,255,,94.59755233,,106.9928366
2013/14,S08000020,,Emergency,,under75 years,d,Male,,Stroke,164,,60.83921013,,69.14721202
2013/14,S08000020,,Emergency,,under75 years,d,Male,,Subarachnoid Haemorrhage,14,,5.193591109,,5.383580699
2013/14,S08000020,,Emergency,,under75 years,d,Male,,TIAs and related syndromes,41,,15.20980253,,17.63352212
2013/14,S08000020,,Emergency,,under75 years,d,Female,,Cerebrovascular Disease,183,,68.70478343,,72.81661396
2013/14,S08000020,,Emergency,,under75 years,d,Female,,Stroke,100,,37.5435975,,39.75927057
2013/14,S08000020,,Emergency,,under75 years,d,Female,,Subarachnoid Haemorrhage,39,,14.64200303,,15.17384816
2013/14,S08000020,,Emergency,,under75 years,d,Female,,TIAs and related syndromes,19,,7.133283525,,7.950371683
2013/14,S08000020,,Emergency,,75plus years,,All,d,Cerebrovascular Disease,536,,1238.44732,,1263.159243
2013/14,S08000020,,Emergency,,75plus years,,All,d,Stroke,370,,854.8983364,,861.786105
2013/14,S08000020,,Emergency,,75plus years,,All,d,Subarachnoid Haemorrhage,10,,23.10536044,,20.98529575
2013/14,S08000020,,Emergency,,75plus years,,All,d,TIAs and related syndromes,91,,210.25878,,211.0378291
2013/14,S08000020,,Emergency,,75plus years,,Male,,Cerebrovascular Disease,229,,1299.511974,,1356.820759
2013/14,S08000020,,Emergency,,75plus years,,Male,,Stroke,147,,834.184542,,879.2796457
2013/14,S08000020,,Emergency,,75plus years,,Male,,Subarachnoid Haemorrhage,2,,11.34944955,,11.32738495
2013/14,S08000020,,Emergency,,75plus years,,Male,,TIAs and related syndromes,41,,232.6637158,,228.6649754
2013/14,S08000020,,Emergency,,75plus years,,Female,,Cerebrovascular Disease,307,,1196.507912,,1169.497726
2013/14,S08000020,,Emergency,,75plus years,,Female,,Stroke,223,,869.1246395,,844.2925644
2013/14,S08000020,,Emergency,,75plus years,,Female,,Subarachnoid Haemorrhage,8,,31.17935926,,30.64320655
2013/14,S08000020,,Emergency,,75plus years,,Female,,TIAs and related syndromes,50,,194.8709954,,193.4106828
2013/14,S08000020,,Transfer,,All,d,All,d,Cerebrovascular Disease,1226,,211.6712707,,246.087252
2013/14,S08000020,,Transfer,,All,d,All,d,Stroke,864,,149.1712707,,173.4776422
2013/14,S08000020,,Transfer,,All,d,All,d,Subarachnoid Haemorrhage,98,,16.9198895,,18.19281174
2013/14,S08000020,,Transfer,,All,d,All,d,TIAs and related syndromes,59,,10.18646409,,11.66093326
2013/14,S08000020,,Transfer,,All,d,Male,,Cerebrovascular Disease,644,,224.2456953,,288.2994866
2013/14,S08000020,,Transfer,,All,d,Male,,Stroke,455,,158.4344586,,203.7633436
2013/14,S08000020,,Transfer,,All,d,Male,,Subarachnoid Haemorrhage,26,,9.053397636,,10.69765518
2013/14,S08000020,,Transfer,,All,d,Male,,TIAs and related syndromes,37,,12.88368125,,16.05596686
2013/14,S08000020,,Transfer,,All,d,Female,,Cerebrovascular Disease,582,,199.3048302,,203.8750174
2013/14,S08000020,,Transfer,,All,d,Female,,Stroke,409,,140.0612982,,143.1919408
2013/14,S08000020,,Transfer,,All,d,Female,,Subarachnoid Haemorrhage,72,,24.65626766,,25.68796831
2013/14,S08000020,,Transfer,,All,d,Female,,TIAs and related syndromes,22,,7.533859562,,7.265899665
2013/14,S08000020,,Transfer,,0-44 years,,All,d,Cerebrovascular Disease,53,,16.22288406,,16.67097347
2013/14,S08000020,,Transfer,,0-44 years,,All,d,Stroke,25,,7.652303803,,7.755841605
2013/14,S08000020,,Transfer,,0-44 years,,All,d,Subarachnoid Haemorrhage,20,,6.121843042,,6.50210438
2013/14,S08000020,,Transfer,,0-44 years,,All,d,TIAs and related syndromes,0,,0,,0
2013/14,S08000020,,Transfer,,0-44 years,,Male,,Cerebrovascular Disease,28,,16.85893885,,17.27250481
2013/14,S08000020,,Transfer,,0-44 years,,Male,,Stroke,19,,11.43999422,,11.72668139
2013/14,S08000020,,Transfer,,0-44 years,,Male,,Subarachnoid Haemorrhage,8,,4.816839671,,4.991973714
2013/14,S08000020,,Transfer,,0-44 years,,Male,,TIAs and related syndromes,0,,0,,0
2013/14,S08000020,,Transfer,,0-44 years,,Female,,Cerebrovascular Disease,25,,15.56517137,,16.06944213
